document_id,verb_type,verb,coreference_type,context,pronominalization
wb/eng/00/eng_0014,subject_biased,intrigue,object,"The moral aspects of the movement intrigued him as well ://For the first time in my life , I 'd come into contact with a coherent moral system that , as far as I could tell , had no flaws .",pronoun
wb/eng/00/eng_0016,subject_biased,call,object,"`` A blindly harmful stopcock , '' one medical journal called the remedy , which could be poisonous to infants only slightly above Searle 's recommended dosage .//Even taken according to directions , Lomotil was known to mask dangerous dehydration and cause a lethal build - up of fluids internally .",non pronoun
wb/eng/00/eng_0007,object_biased,like,object,"I particularly like this : Another way of looking at this is that if new folks had to pay their actual share of infrastructure costs - there would be less money for bigger homes and new SUV and long solo commutes .//That is absolutely correct ,",non pronoun
wb/eng/00/eng_0002,object_biased,like,other,"Jim : I like the graphic ,//it takes two arms and two legs to fill up our tank .",other
wb/eng/00/eng_0002,object_biased,like,other,"but I do n't like the idea of subsidizing specific business enterprises .//Once you give them a subsidy , they never let go , no matter how much the world changes around them .",other
wb/c2e/00/c2e_0011,object_biased,notice,other,"On the train Mom noticed Qingqing farting and asked Qingqing whether he +wanted to poo .//She also said to Qingqing : "" I gave birth to you , how could I not know what you are thinking about ? """,other
wb/c2e/00/c2e_0014,object_biased,carry,subject,"Even if later on it was Director Ba Junior who took over the work , it still carried Director Ba 's name .//After Director Ba passed away , the magazine still wrote that he was the chief editor .",non pronoun
wb/c2e/00/c2e_0012,object_biased,congratulate,other,"If you succeed early on in setting up your business and continue on down the right path of development , then I congratulate you .//Now you can shout it out : "" My Web site is making a profit ! """,other
wb/a2e/00/a2e_0008,object_biased,notice,other,"In following what she writes and says , I have noticed she has a lofty goal which she is working on .//That 's why her thoughts and writings are organized .",other
wb/a2e/00/a2e_0023,object_biased,like,other,"I liked one cartoonist who depicted the situation of a woman in her car while one of the tires failed , and how a young man came to rescue her .//Above his head hearts of love and infatuation were drawn .",other
wb/a2e/00/a2e_0023,object_biased,thank,other,I thank them very much .//Do you thank them as I do ?,other
wb/a2e/00/a2e_0032,object_biased,pick,other,"But no doubt , since it is strengthening its grip on Al Hakeem , Al Maliki , Al Sadr , and Al Jaafari , who are holding the neck of an injured Iraq , it could have picked another more wise and less damaging time , for itself and for Muslims in general , to retaliate against its old rival , rather than committing a terrible deed that Arabs , and even all Sunnis , would not forgive it for tens of years , hanging him on what is a holy day for the utmost majority of Muslims .//I do not know how Iran fell in that dangerous trap , even if it were an evil American one , as it is known about Iranians that they are smarter than to fall into American traps , no matter how cleverly and wittingly they are set .",other
wb/a2e/00/a2e_0002,object_biased,praise,other,"In the past , an Arab poet praised this tribe which humbled the thrones of the Persians and defeated their soldiers and their elephants .//Its leader , al - Ahnaf ibn Qays -LRB- may Allah be pleased with him -RRB- , chased their king until he was killed , exiled and homeless .",other
wb/a2e/00/a2e_0024,object_biased,praise,other,Al - Kanhal praised the regulations of the Capital Market Authority governed by His Excellency Mr. Jammaz al - Suhaimi .//The new regulations it had endorsed maintained the market 's balance .,other
wb/a2e/00/a2e_0015,subject_biased,call,other,"He called the captain and told him to put him into the cell and exert pressure on him till he confesses . Because they will raise a complaint against us , if his detention was without reason .//That evening after sunset , as soon as he received the phone call from the governor , the captain took me out of the group detention area .",other
wb/a2e/00/a2e_0015,subject_biased,call,object,They called him after sunset that night .//He was in Khamis Mashit .,pronoun
wb/a2e/00/a2e_0015,subject_biased,call,other,"At the beginning of the month of Dhu al - Qada 1426 A. H. , the office of the head of the General Investigation and Prosecution Authority called me and told me that the head of the General Investigation and Prosecution Authority and the Authority 's committee had fired me from my job and had issued that decision on the basis of the following two reasons ://1. Incompetence during the period of the experience .",other
wb/a2e/00/a2e_0015,subject_biased,call,subject,"He called the head of follow - up and said : -LRB- Show them the proceedings . -RRB-//Then he said : "" Give me what you have . """,pronoun
wb/a2e/00/a2e_0022,object_biased,guide,other,Brother Jasim ... may Allah guide him .//There are at least three defects in this exposition of yours .,other
wb/a2e/00/a2e_0027,object_biased,thank,object,I thank you because you are always first to do good .//Accept my love .,pronoun
wb/a2e/00/a2e_0027,object_biased,thank,other,"I thank you my pious brother , Good Willed//God 's bless you and guide your steps to good , and God make you someone he is satisfied with and who is satisfied with him .",other
wb/a2e/00/a2e_0025,object_biased,reward,other,"Noble brother , may God reward you with good and elevate your status .//Perhaps there are Saudi women among them but the majority of them are not .",other
wb/a2e/00/a2e_0025,object_biased,reward,object,My beloved brother .. may God reward you with good .//You really are a Saudi citizen .. you fear for your country and your society from the male and female corrupters .,pronoun
wb/a2e/00/a2e_0025,object_biased,reward,other,"Noble brother : may God reward you with good and elevate your status .//The media should have disapproved of what happened in the grandstands , but unfortunately newspapers have vied with each other to publish the photos as though they were heralding a new era !",other
wb/a2e/00/a2e_0025,object_biased,guide,object,My outstanding brother : May God guide you and lead you back to the right path .//You began your message with grace and ended it with name - calling !,pronoun
wb/a2e/00/a2e_0025,object_biased,reward,object,My outstanding brother : May Allah reward you with good and elevate your status .//You seem to be from Yemen !,pronoun
tc/ch/00/ch_0006,object_biased,pick,other,You know we Amazing . just pick a day %uh you know//like probably the Tuesday like the %uh first of August would be the best time .,other
tc/ch/00/ch_0031,subject_biased,call,subject,you know I called Chayita yesterday//and I said if anybody knows about this deal probably she does because you told me Mrs. Rubin,pronoun
tc/ch/00/ch_0031,subject_biased,call,object,Her mother did n't call her ?//and she does n't know anything about it .,pronoun
tc/ch/00/ch_0017,subject_biased,call,subject,"I called her to chat I guess about two weeks ago .//%um . And she 'd said , oh , hey Bill . By the way , I 'm getting married .",pronoun
tc/ch/00/ch_0017,subject_biased,call,subject,"and , probably forty five minutes after I hung up with her , she called me back , and said that she had spoken to the director of nursing out at Twenty Nine Palms mhm . and the director of nursing out there wanted me to be the department head for emergency nursing .//Wow .",pronoun
tc/ch/00/ch_0047,subject_biased,call,other,So I called them up the next day//and it 's no they want to really publish it .,other
tc/ch/00/ch_0047,subject_biased,call,object,So she calls me at nine thirty in the morning to see if I want to go out//oh,pronoun
tc/ch/00/ch_0047,subject_biased,call,object,but I called him up//and he was like well I can let you know,pronoun
tc/ch/00/ch_0025,object_biased,like,subject,Jochanan liked him//Jochanan liked him pretty much right away .,non pronoun
tc/ch/00/ch_0025,object_biased,like,other,"Jochanan liked him pretty much right away .//Everyone you know they invested so much in him , too .",other
tc/ch/00/ch_0028,object_biased,like,subject,so I do n't like the weather//and I think that I feel like I 'm in the suburbs because I do n't have a car,pronoun
tc/ch/00/ch_0028,object_biased,like,object,I like the new one Next Generation//that 's pretty cool,non pronoun
tc/ch/00/ch_0003,object_biased,sue,subject,If they do n't tenure you we 'll sue them .//We wo n't sue them,pronoun
tc/ch/00/ch_0033,subject_biased,call,other,You know a lady called me two weeks//%uh there 's a little old Christian Indian lady in Omaha that I know God provided in my life because she 's been such an encouragement to me and Barry .,other
tc/ch/00/ch_0033,subject_biased,call,subject,And about two weeks before we moved here she called me at home//and she said she 'd been praying all morning for us,pronoun
tc/ch/00/ch_0004,object_biased,love,subject,and he loved it//I mean he wants to come back and everything when he finishes -- %mm . his stint in Camden,pronoun
tc/ch/00/ch_0051,object_biased,love,subject,I love it//What time do you normally start classes,pronoun
tc/ch/00/ch_0051,object_biased,like,subject,I like it a lot//and %um then I have %um my Jewish Culture class %um taught by rabbi Rosen,pronoun
tc/ch/00/ch_0018,subject_biased,call,object,So anyway she called me a couple days before she was going to come home//and I go %um can you tell me why you would stay in a place where you know you 're not wanted in a state you know where you do n't know hardly anybody .,pronoun
tc/ch/00/ch_0018,object_biased,like,other,She %uh did n't like what you had to say to her .//So they still backing her .,other
tc/ch/00/ch_0018,object_biased,punish,other,We 'll punish her .//So then he just calls .,other
tc/ch/00/ch_0018,subject_biased,call,object,The old man just calls me I got my message machine and says %uh yeah we want Ryan to come out .//We do n't think it 's fair that Ryan ca n't come out .,pronoun
tc/ch/00/ch_0018,object_biased,pick,subject,you 're picking him up//and you 're leaving ?,pronoun
tc/ch/00/ch_0015,object_biased,like,subject,and I really like it//but I do n't like taking summer courses not like two at a time .,pronoun
tc/ch/00/ch_0015,object_biased,like,subject,but I do n't like go to family things of his mhm . which is kind of weird//and I 'm like,pronoun
tc/ch/00/ch_0015,object_biased,like,subject,I did n't like the poetry . mhm . and having to analyze poetry//but I liked English Literature,pronoun
tc/ch/00/ch_0015,object_biased,like,subject,but I liked English Literature//I liked analyzing the stories,pronoun
tc/ch/00/ch_0015,object_biased,like,subject,and I never really liked the author of that story either .//I did n't really understand the story so well .,pronoun
tc/ch/00/ch_0022,subject_biased,call,other,"And then a week later , she called me and left a message saying oh you know they had all these things on the burner//and I should really look someplace else because they do n't know what 's going on",other
tc/ch/00/ch_0027,subject_biased,call,subject,"and I called her when I got to the corner , you know ,//it was really something",pronoun
tc/ch/00/ch_0027,object_biased,like,subject,and I like it real well .//I counseled for about five years,pronoun
tc/ch/00/ch_0001,subject_biased,call,subject,"I can call him and ask him , %ah ,//but I think you can probably let them know pretty close to the time itself",pronoun
tc/ch/00/ch_0036,object_biased,love,other,I love the workshops//and %uh then in the evenings my mom and I linked up together,other
tc/ch/00/ch_0036,object_biased,appreciate,subject,and mhm You know I could appreciate this//but I 'm thinking why does n't he hold off another week aw aye you know,pronoun
tc/ch/00/ch_0046,object_biased,like,other,she 'll like that//I try,other
tc/ch/00/ch_0046,subject_biased,call,other,So if you need a maid you can call Maid Brigade//and you could get,other
tc/ch/00/ch_0046,subject_biased,call,other,I called every airline as you know only I can do//right,other
tc/ch/00/ch_0024,subject_biased,intimidate,other,at first it completely intimidated him because oh . they really are asking him to research a rather major part of it//and he thought oh my g-,other
tc/ch/00/ch_0038,subject_biased,call,object,Mupo called me//I could n't believe it,pronoun
tc/ch/00/ch_0038,subject_biased,call,object,"and then I called Count in the hospital ,//he said he was all right and was going to be playing",pronoun
tc/ch/00/ch_0038,object_biased,love,subject,I loved it over there//I went over with Zad and Mel of course in seventy - five,pronoun
tc/ch/00/ch_0035,subject_biased,call,object,and %uh later that morning Kate called me at work in Omaha .//And I 'm like Kate are calling to make this really hard on me,pronoun
tc/ch/00/ch_0035,object_biased,like,other,%um and I liked that//but it did n't even feel like I had actually been in the city you know .,other
tc/ch/00/ch_0016,object_biased,like,other,"And I just do n't like it ,//you know what I mean ?",other
tc/ch/00/ch_0026,object_biased,love,subject,She loves it .//Well now she wants it all .,pronoun
tc/ch/00/ch_0011,subject_biased,call,other,and I should probably call him soon and uh-huh . find out what the deal is .//Listen .,other
tc/ch/00/ch_0011,object_biased,like,subject,would you like an area code ?//No I have the area code,pronoun
tc/ch/00/ch_0037,object_biased,like,other,they did n't like us anyway .//%eh %eh the best news is Iraq .,other
tc/ch/00/ch_0041,object_biased,like,other,"I like it .//a lot of people have made comments about who 's this , you know , who did this ?",other
tc/ch/00/ch_0014,subject_biased,call,other,"So she called us and told us that ,//but then they did get a bed",other
tc/ch/00/ch_0014,object_biased,love,other,and they just love it .//But Robert 's not big like that .,other
pt/nt/61/nt_6101,subject_biased,call,object,"My brothers and sisters , God called you and chose you to be his .//Do your best to live in a way that shows you really are God 's called and chosen people .",pronoun
pt/nt/61/nt_6102,object_biased,punish,subject,And God punished the evil people who lived long ago .//He brought a flood to the world that was full of people who were against God .,pronoun
pt/nt/61/nt_6102,object_biased,punish,subject,God also punished the evil cities of Sodom and Gomorrah .//He burned them until there was nothing left but ashes .,pronoun
pt/nt/66/nt_6612,object_biased,love,subject,They did not love their lives too much .//They were not afraid of death .,pronoun
pt/nt/66/nt_6603,object_biased,correct,other,`` I correct and punish the people I love .//So show that nothing is more important to you than living right .,other
pt/nt/66/nt_6615,object_biased,fear,subject,"All people will fear you , O Lord .//All people will praise your name .",non pronoun
pt/nt/66/nt_6615,object_biased,praise,other,All people will praise your name .//Only you are holy .,other
pt/nt/66/nt_6611,object_biased,thank,object,"We thank you because you have used your great power and have begun to rule .//The people of the world were angry , but now is the time for your anger .",pronoun
pt/nt/50/nt_5004,object_biased,love,object,"My dear brothers and sisters , I love you and want to see you .//You bring me joy and make me proud of you .",pronoun
pt/nt/50/nt_5001,object_biased,thank,subject,I thank God every time I remember you .//And I always pray for all of you with joy .,pronoun
pt/nt/50/nt_5001,object_biased,love,other,I love all of you with the love of Christ Jesus .//This is my prayer for you : that your love will grow more and more ; that you will have knowledge and understanding with your love ; that you will see the difference between what is important and what is not and choose what is important ; that you will be pure and blameless for the coming of Christ ; that your life will be full of the many good works that are produced by Jesus Christ to bring glory and praise to God .,other
pt/nt/57/nt_5701,object_biased,thank,subject,I thank God because I hear about the love you have for all of God 's holy people and the faith you have in the Lord Jesus .//I pray that the faith you share will make you understand every blessing we have in Christ .,pronoun
pt/nt/56/nt_5601,object_biased,love,subject,He must love what is good .//He must be wise .,pronoun
pt/nt/51/nt_5103,object_biased,love,other,He loves you .//So your new life should be like this : Show mercy to others .,other
pt/nt/51/nt_5103,subject_biased,please,other,"This pleases the Lord .//Fathers , do n't upset your children .",other
pt/nt/51/nt_5101,object_biased,thank,subject,"We thank him because we have heard about the faith you have in Christ Jesus and the love you have for all of God 's people .//Your faith and love continue because you know what is waiting for you in heaven -- the hope you have had since you first heard the true message , the Good News that was told to you .",pronoun
pt/nt/58/nt_5813,object_biased,carry,other,The high priest carries the blood of animals into the Most Holy Place and offers that blood for sins .//But the bodies of those animals are burned outside the camp .,other
pt/nt/58/nt_5811,subject_biased,please,object,Without faith no one can please God .//Whoever comes to God must believe that he is real and that he rewards those who sincerely try to find him .,pronoun
pt/nt/58/nt_5811,subject_biased,call,subject,God called Abraham to travel to another place that he promised to give him .//Abraham did not know where that other place was .,pronoun
pt/nt/58/nt_5812,object_biased,respect,other,And we respected them .//So it is even more important that we accept discipline from the Father of our spirits .,other
pt/nt/58/nt_5801,object_biased,love,other,"You love what is right and hate what is wrong .//So God , your God , has chosen you , giving you more honor and joy than anyone like you . ''",other
pt/nt/60/nt_6002,subject_biased,please,other,"If you think of God and bear the pain , this pleases God .//But if you are punished for doing wrong , there is no reason to praise you for bearing that punishment .",other
pt/nt/60/nt_6002,subject_biased,please,subject,"But if you suffer for doing good and you are patient , this pleases God .//This is what you were chosen to do .",non pronoun
pt/nt/42/nt_4217,object_biased,praise,subject,He praised God loudly .//He bowed down at Jesus ' feet and thanked him .,pronoun
pt/nt/42/nt_4206,object_biased,pick,other,"His followers picked the grain , rubbed it in their hands , and ate it .//Some Pharisees said , `` Why are you doing that ?",other
pt/nt/42/nt_4206,subject_biased,call,subject,The next morning he called his followers .//He chose twelve of them and called them apostles .,pronoun
pt/nt/42/nt_4206,object_biased,love,other,"No , even sinners love those who love them !//If you do good only to those who do good to you , should you get any special praise for doing that ?",other
pt/nt/42/nt_4206,object_biased,love,other,"No , even sinners love those who love them !//If you do good only to those who do good to you , should you get any special praise for doing that ?",other
pt/nt/42/nt_4212,object_biased,fear,object,"You should fear God , who has the power to kill you and also to throw you into hell .//Yes , he is the one you should fear .",pronoun
pt/nt/42/nt_4212,object_biased,punish,object,Then the master will punish that servant and send him away to be with the other people who do n't obey .//`` That servant knew what his master wanted him to do .,non pronoun
pt/nt/42/nt_4215,object_biased,carry,subject,"You will carry it home , go to your friends and neighbors and say to them , ' Be happy with me because I found my lost sheep ! '//In the same way , I tell you , heaven is a happy place when one sinner decides to change .",pronoun
pt/nt/42/nt_4215,subject_biased,call,subject,"And when she finds it , she will call her friends and neighbors and say to them , ' Be happy with me because I have found the coin that I lost ! '//In the same way , it 's a happy time for the angels of God when one sinner decides to change . ''",pronoun
pt/nt/42/nt_4218,subject_biased,call,object,"But Jesus called the little children to him and said to his followers , `` Let the little children come to me .//Do n't stop them , because God 's kingdom belongs to people who are like these little children .",non pronoun
pt/nt/42/nt_4202,object_biased,praise,object,She praised God and talked about Jesus to all those who were waiting for God to free Jerusalem .//Joseph and Mary finished doing all the things that the law of the Lord commanded .,non pronoun
pt/nt/42/nt_4216,subject_biased,call,subject,"So he called the manager in and said to him , ' I have heard bad things about you .//Give me a report of what you have done with my money .",pronoun
pt/nt/42/nt_4216,subject_biased,call,other,"He called , ' Father Abraham , have mercy on me !//Send Lazarus to me so that he can dip his finger in water and cool my tongue .",other
pt/nt/42/nt_4207,object_biased,love,subject,"The officer loved the servant very much .//When he heard about Jesus , he sent some older Jewish leaders to him .",pronoun
pt/nt/42/nt_4223,subject_biased,call,subject,"Pilate called all the people together with the leading priests and the Jewish leaders .//He said to them , `` You brought this man to me .",pronoun
pt/nt/42/nt_4223,object_biased,praise,subject,"He praised God , saying , `` I know this man was a good man ! ''//Many people had come out of the city to see all this .",pronoun
pt/nt/42/nt_4214,object_biased,reward,other,But God will reward you at the time when all godly people rise from death . ''//One of the men sitting at the table with Jesus heard these things .,other
pt/nt/42/nt_4214,object_biased,love,other,"You must love me more than your father , mother , wife , children , brothers , and sisters -- even more than your own life !//Whoever will not carry the cross that is given to them when they follow me can not be my follower .",other
pt/nt/45/nt_4501,object_biased,thank,other,"I thank him because people everywhere in the world are talking about your great faith .//Every time I pray , I always remember you .",other
pt/nt/45/nt_4513,object_biased,fear,other,But those who do wrong must fear them .//Do you want to be free from fearing them ?,other
pt/nt/45/nt_4516,subject_biased,please,subject,They are only pleasing themselves .//They use fancy talk and say nice things to fool those who do n't know about evil .,pronoun
pt/nt/45/nt_4511,object_biased,punish,subject,"He punishes those who stop following him .//But he is kind to you , if you continue trusting in his kindness .",pronoun
pt/nt/45/nt_4508,subject_biased,please,other,Those who are ruled by their sinful selves can not please God .//But you are not ruled by your sinful selves .,other
pt/nt/45/nt_4505,subject_biased,disappoint,object,And this hope will never disappoint us .//We know this because God has poured out his love to fill our hearts through the Holy Spirit he gave us .,pronoun
pt/nt/44/nt_4428,object_biased,thank,subject,"When Paul saw these believers , he thanked God and felt encouraged .//When we came to Rome , Paul was allowed to live alone .",non pronoun
pt/nt/44/nt_4417,subject_biased,upset,other,"They upset the people and made trouble .//So the believers immediately sent Paul away to the coast , but Silas and Timothy stayed in Berea .",other
pt/nt/44/nt_4406,subject_biased,call,subject,"The twelve apostles called the whole group of followers together .//The apostles said to them , `` It would not be right for us to give up our work of teaching God 's word in order to be in charge of getting food to people .",non pronoun
pt/nt/44/nt_4406,object_biased,like,subject,"The whole group liked the idea .//So they chose these seven men : Stephen -LRB- a man with great faith and full of the Holy Spirit -RRB- , Philip , Prochorus , Nicanor , Timon , Parmenas , and Nicolaus -LRB- a man from Antioch who had become a Jew -RRB- .",pronoun
pt/nt/44/nt_4422,object_biased,respect,object,"All the Jews who lived there respected him .//He came to me and said , ' Saul , my brother , look up and see again ! '",pronoun
pt/nt/44/nt_4415,object_biased,comfort,other,"The letter comforted them .//Judas and Silas , who were also prophets , said many things to encourage the believers and make them stronger in their faith .",other
pt/nt/44/nt_4404,subject_biased,call,subject,So the Jewish leaders called Peter and John in again .//They told the apostles not to say anything or to teach anything in the name of Jesus .,pronoun
pt/nt/44/nt_4421,object_biased,praise,subject,"When the leaders heard this , they praised God .//Then they said to Paul , `` Brother , you can see that thousands of Jews have become believers , but they think it is very important to obey the Law of Moses .",pronoun
pt/nt/44/nt_4407,object_biased,punish,subject,"But I will punish the nation that made them slaves . '//And God also said , ' After those things happen , your people will come out of that country .",non pronoun
pt/nt/44/nt_4407,object_biased,like,other,He liked Joseph and respected him because of the wisdom God gave him .//Pharaoh gave Joseph the job of being a governor of Egypt .,other
pt/nt/44/nt_4402,object_biased,praise,other,"The believers praised God and were respected by all the people .//More and more people were being saved every day , and the Lord was adding them to their group .",other
pt/nt/44/nt_4423,subject_biased,call,other,"Then Paul called one of the army officers and said to him , `` Take this young man to the commander .//He has a message for him . ''",other
pt/nt/44/nt_4423,subject_biased,call,subject,"Then the commander called two army officers .//He said to them , `` I need some men to go to Caesarea .",pronoun
pt/nt/44/nt_4408,subject_biased,amaze,object,Simon amazed the people with his magic for so long that the people became his followers .//But Philip told the people the Good News about God 's kingdom and the power of Jesus Christ .,non pronoun
pt/nt/44/nt_4405,object_biased,carry,other,They carried it out and buried it .//And everyone who heard about this was filled with fear .,other
pt/nt/44/nt_4405,object_biased,carry,object,They will carry you out in the same way . ''//At that moment Sapphira fell down by his feet and died .,non pronoun
pt/nt/44/nt_4405,object_biased,carry,other,They carried her out and buried her beside her husband .//The whole group of believers and all the other people who heard about this were filled with fear .,other
pt/nt/44/nt_4405,subject_biased,call,subject,They called the apostles in again .//They beat them and told them not to talk to people about Jesus again .,pronoun
pt/nt/44/nt_4411,object_biased,praise,object,"They praised God and said , `` So God is also allowing the non-Jewish people to change their hearts and have the life he gives ! ''//The believers were scattered by the persecution that began when Stephen was killed .",non pronoun
pt/nt/43/nt_4303,object_biased,love,subject,"Yes , God loved the world so much that he gave his only Son , so that everyone who believes in him would not be lost but have eternal life .//God sent his Son into the world .",pronoun
pt/nt/43/nt_4312,object_biased,love,other,"They loved praise from people more than praise from God .//Then Jesus said loudly , `` Everyone who believes in me is really believing in the one who sent me .",other
pt/nt/43/nt_4315,object_biased,love,other,`` I have loved you as the Father has loved me .//Now continue in my love .,other
pt/nt/43/nt_4315,object_biased,love,subject,"If you belonged to the world , the world would love you as it loves its own people .//But I have chosen you to be different from those in the world .",pronoun
pt/nt/43/nt_4318,object_biased,carry,other,"They were carrying torches , lanterns , and weapons .//Jesus already knew everything that would happen to him .",other
pt/nt/43/nt_4316,object_biased,love,object,The Father himself loves you because you have loved me .//And he loves you because you have believed that I came from God .,pronoun
pt/nt/43/nt_4316,object_biased,love,object,And he loves you because you have believed that I came from God .//I came from the Father into the world .,pronoun
pt/nt/43/nt_4302,subject_biased,call,other,"He called the bridegroom and said to him , `` People always serve the best wine first .//Later , when the guests are drunk , they serve the cheaper wine .",other
pt/nt/43/nt_4313,object_biased,love,other,Jesus had always loved the people in the world who were his .//Now was the time he showed them his love the most .,other
pt/nt/43/nt_4313,object_biased,love,other,You must love each other just as I loved you .//All people will know that you are my followers if you love each other . '',other
pt/nt/43/nt_4314,object_biased,love,other,My Father will love them .//My Father and I will come to them and live with them .,other
pt/nt/43/nt_4305,object_biased,love,other,The Father loves the Son and shows him everything he does .//This man was healed .,other
pt/nt/43/nt_4305,object_biased,respect,other,Anyone who does not respect the Son does not respect the Father .//He is the one who sent the Son .,other
pt/nt/43/nt_4305,object_biased,respect,object,Anyone who does not respect the Son does not respect the Father .//He is the one who sent the Son .,pronoun
pt/nt/43/nt_4311,object_biased,love,subject,"Jesus loved Martha and her sister and Lazarus .//So when he heard that Lazarus was sick , he stayed where he was two more days and then said to his followers , `` We should go back to Judea . ''",pronoun
pt/nt/43/nt_4311,object_biased,love,other,"He loved Lazarus very much ! ''//But some of them said , `` Jesus healed the eyes of the blind man .",other
pt/nt/43/nt_4311,subject_biased,call,subject,"Then the leading priests and Pharisees called a meeting of the high council .//They said , `` What should we do ?",pronoun
pt/nt/65/nt_6501,object_biased,punish,subject,"He will punish all those who are against him for all the evil they have done in their lack of respect for him .//Yes , the Lord will punish all these sinners who do n't honor him .",non pronoun
pt/nt/65/nt_6501,object_biased,punish,subject,"Yes , the Lord will punish all these sinners who do n't honor him .//He will punish them for all the evil things they have said against him . ''",pronoun
pt/nt/62/nt_6205,object_biased,love,other,Anyone who loves the Father also loves the Father 's children .//How do we know that we love God 's children ?,other
pt/nt/62/nt_6205,object_biased,love,other,Anyone who loves the Father also loves the Father 's children .//How do we know that we love God 's children ?,other
pt/nt/62/nt_6204,object_biased,love,other,"Dear friends , we should love each other , because love comes from God .//Everyone who loves has become God 's child .",other
pt/nt/62/nt_6204,object_biased,love,other,So we also must love each other .//No one has ever seen God .,other
pt/nt/62/nt_6203,object_biased,love,other,The Father has loved us so much !//This shows how much he loved us : We are called children of God .,other
pt/nt/53/nt_5301,object_biased,punish,subject,He will punish those who are causing you trouble .//And he will bring relief to you who are troubled .,pronoun
pt/nt/52/nt_5202,subject_biased,call,other,"He calls you to be part of his glorious kingdom .//Also , we always thank God because of the way you accepted his message .",other
pt/nt/52/nt_5202,object_biased,thank,other,"Also , we always thank God because of the way you accepted his message .//You heard it and accepted it as God 's message , not our own .",other
pt/nt/52/nt_5201,object_biased,love,other,"Brothers and sisters , God loves you .//And we know that he has chosen you to be his people .",other
pt/nt/52/nt_5204,object_biased,punish,other,The Lord will punish those who do that .//We have already told you this and warned you about it .,other
pt/nt/52/nt_5204,object_biased,love,other,"In fact , you love the brothers and sisters in all of Macedonia .//We encourage you now , brothers and sisters , to show your love more and more .",other
pt/nt/52/nt_5204,object_biased,respect,other,"If you do these things , then those who are not believers will respect the way you live .//And you will not have to depend on others for what you need .",other
pt/nt/55/nt_5504,object_biased,love,other,Demas loved this world too much .//That is why he left me .,other
pt/nt/55/nt_5503,object_biased,love,subject,"Instead of loving God , they will love pleasure .//They will go on pretending to be devoted to God , but they will refuse to let that `` devotion '' change the way they live .",pronoun
pt/nt/63/nt_6301,object_biased,love,subject,I truly love all of you .//And I am not the only one .,pronoun
pt/nt/63/nt_6301,object_biased,love,subject,All those who know the truth love you in the same way .//We love you because of the truth -- the truth that lives in us .,pronoun
pt/nt/63/nt_6301,object_biased,love,other,We love you because of the truth -- the truth that lives in us .//That truth will be with us forever .,other
pt/nt/46/nt_4611,object_biased,praise,subject,"Should I praise you ?//No , I can not praise you for this .",pronoun
pt/nt/46/nt_4611,object_biased,punish,subject,"But when the Lord judges us , he punishes us to show us the right way .//He does this so that we will not be condemned with the world .",pronoun
pt/nt/46/nt_4614,object_biased,like,subject,I would like all of you to have the gift of speaking in different languages .//But what I want more is for you to prophesy .,pronoun
pt/nt/46/nt_4614,object_biased,praise,other,"You might be praising God with your spirit .//But someone there without understanding can not say `` Amen '' to your prayer of thanks , because they do n't know what you are saying .",other
pt/nt/46/nt_4615,object_biased,thank,other,"But we thank God who gives us the victory through our Lord Jesus Christ !//So , my dear brothers and sisters , stand strong .",other
pt/nt/46/nt_4604,object_biased,love,object,I love him and trust him .//He will help you remember the way I live in Christ Jesus -- a way of life that I teach in all the churches everywhere .,pronoun
pt/nt/41/nt_4108,subject_biased,call,subject,"So he called his followers to him and said , `` I feel sorry for these people .//They have been with me for three days , and now they have nothing to eat .",pronoun
pt/nt/41/nt_4108,subject_biased,call,subject,"Then Jesus called the crowd and his followers to him .//He said , `` Any of you who want to be my follower must stop thinking about yourself and what you want .",pronoun
pt/nt/41/nt_4102,object_biased,pick,other,"The followers picked some grain to eat .//Some Pharisees said to Jesus , `` Why are your followers doing this ?",other
pt/nt/41/nt_4107,subject_biased,call,subject,"Jesus called the people to him again .//He said , `` Everyone should listen to me and understand what I am saying .",pronoun
pt/nt/41/nt_4115,subject_biased,call,other,"They called all the other soldiers together .//They put a purple robe on Jesus , made a crown from thorny branches , and put it on his head .",other
pt/nt/41/nt_4115,subject_biased,call,other,He is calling Elijah . ''//One man there ran and got a sponge .,other
pt/nt/41/nt_4106,subject_biased,call,subject,Jesus called his twelve apostles together .//He sent them out in groups of two and gave them power over evil spirits .,pronoun
pt/nt/41/nt_4103,subject_biased,call,subject,"So Jesus called them together and talked to them using some stories .//He said , `` Satan will not force his own demons out of people .",pronoun
pt/nt/41/nt_4112,object_biased,love,other,"And you must love God with all your heart , all your mind , and all your strength .//And you must love others the same as you love yourself .",other
pt/nt/41/nt_4112,object_biased,love,other,And you must love others the same as you love yourself .//These commands are more important than all the animals and sacrifices we offer to God . '',other
pt/nt/41/nt_4112,object_biased,punish,other,God will punish them very much . ''//Jesus sat near the Temple collection box and watched as people put money into it .,other
pt/nt/41/nt_4112,subject_biased,call,other,"Jesus called his followers to him and said , `` This poor widow put in only two small coins .//But the truth is , she gave more than all those rich people .",other
pt/nt/48/nt_4801,object_biased,praise,other,"These believers praised God because of me .//This is what I am saying : When young children inherit all that their father owned , they are still no different from his slaves .",other
pt/nt/49/nt_4905,object_biased,love,subject,And husbands should love their wives like that .//They should love their wives as they love their own bodies .,pronoun
