document_id,verb_type,verb,coreference_type,context,pronominalization
mz/sinorama/10/ectb_1048,source_goal,bring,other,"In his painting Flying Apsaras , Hsia brings a modern geometrical approach to the traditional image of airborne Buddhist spirits .//Critic Wang Chia - chi describes these divine beings shown wafting through a void of blank space as "" kind of surreal . . . like astronauts in a state of weightlessness . """,other
mz/sinorama/10/ectb_1045,goal_source,take,other,"The Green Island Human Rights Memorial , completed a year ago , takes as its focus the determination that the terrible events of the past should never be repeated .//It reminds the people of Taiwan of the long period of "" white terror "" under which the island suffered , and hopes to raise humanitarian awareness .",other
mz/sinorama/10/ectb_1015,source_goal,bring,other,"This event , like the three preceding it , brings media professionals from countries with formal diplomatic ties with the ROC to Taiwan to receive training .//Each year the course is offered in a different language to accomodate different participating countries : In 1987 it was in Spanish , in 1998 English , and in 1999 French .",other
mz/sinorama/10/ectb_1018,source_goal,give,other,"Men are giving away nothing to their sisters in the search for beautiful bodies , as is suggested by a few recent disputes between male beauty salons and dissatisfied customers .//According to statistics from early March 2000 from the Wanfang Hospital Laser Center , last year the ratio of men to women going for cosmetic surgery was 1 : 3 , compared to 1 : 5 just five years ago .",other
mz/sinorama/10/ectb_1018,source_goal,bring,source,"One mother brought her middle school son to Lin Ching - yun 's cosmetic surgery hospital , saying : "" I could n't give birth to a good nose for you , but at least I can have a good nose made for you . ""//Macho macho man",pronoun
mz/sinorama/10/ectb_1018,source_goal,pay,other,"Though he has already entered the working world , he still pays close attention to the men 's fashions introduced into magazines .//"" This year Prada is putting out purple shoes that cost about NT$ 20 - 30,000 .",other
bc/cctv/00/cctv_0001,goal_source,receive,theme,"In December 1939 , Commander - in - chief Zhu De and Vice Commander Peng Dehuai of the Eighth Route Army received a top - secret telegram from Commander Lu Zhengcao of the Jizhong Military District , among other people .//The telegram said that the Japanese troops were building blockade trenches and chessboard - like roads to divide the Jizhong base area into small isolated blocks without the ability to mutually communicate and support each other , causing the Eighth Route Army and the guerrillas to lose maneuverability .",theme
bc/phoenix/00/phoenix_0001,goal_source,take,goal,"The next year , this shop of Zheng Bing 's took in more than 60,000 yuan .//Furthermore , this center of hers became an agricultural technology exchange center for the surrounding area .",non pronoun
bc/phoenix/00/phoenix_0001,source_goal,give,source,"However , in running the fertilizer store , she often gave credit to poor peasants , which made her to have 110,000 yuan of credit could not be collected .//Zheng Bing thought of a way to resolve this problem , but she absolutely never imagined that because of it she would nearly end up in prison .",pronoun
bc/cnn/00/cnn_0001,goal_source,get,other,The retail giant gets most of its merchandise from outside the United States in places like Honduras and Bangladesh where according to the film workers make as little as fifteen cents an hour and work seven days a week /.//but by far the largest provider of goods to Wal - Mart is China /.,other
bc/cnn/00/cnn_0001,goal_source,get,goal,Out in the morning rush of Washington DC like six out of ten Americans Tim Kane gets health insurance through his job /.//I think my hands are tied /.,pronoun
bc/cnn/00/cnn_0001,goal_source,take,other,We will take you there /.//Plus he 's a convicted killer a co-founder of a violent street gang /.,other
bc/cnn/00/cnn_0001,goal_source,get,other,but we could get vehicles up /.//We 're talking about a lot of places have got no vehicular access whatsoever /.,other
bc/cnn/00/cnn_0006,source_goal,send,theme,A recess appointment which I gather is coming for Bolton will send him there with a cloud over his head /.//But look he will be our UN ambassador /.,theme
bc/cnn/00/cnn_0006,goal_source,get,other,We 'll get answers from deputy shuttle program manager Wayne Hale when Late Edition continues /.//We were wrong /.,other
bc/cnn/00/cnn_0003,source_goal,throw,theme,I would throw Jim 's stuff out of the house /.//so it would be waiting for him when he came home at night /.,theme
bc/cnn/00/cnn_0002,source_goal,throw,other,and later tonight when we go to California the gentleman named Schwartzeneggar who has about a hundred million dollars threw millions into his big successful effort at governor /.//But can the democrats really crow about what 's going on in Virginia and what 's going in New Jersey /?,other
bc/cnn/00/cnn_0002,goal_source,take,other,and they actually were taking care of it /.//and of course when he went in the musk I guess he tipped over a jeep or two and you got to be careful when that happens /.,other
bc/cnn/00/cnn_0002,goal_source,hear,other,We 're hearing from Knoxville the principal Gary Seal and assistant principal Jim Pierce are both out of surgery at this hour /.//Both of them are now listed in serious condition /.,other
bc/cnn/00/cnn_0002,goal_source,hear,goal,but we are hearing that story from multiple students /.//We 're not sure if it 's all part of the rumors that go around after these type of incidents do occur /.,pronoun
bc/cnn/00/cnn_0007,source_goal,send,other,Ah and he sends this memo to the acting FBI director Al Patrick Grey /.//and then they send a message to the Attorney General ah saying you know case closed we found out who did it /.,other
bc/msnbc/00/msnbc_0006,goal_source,get,goal,He got us in there /.//he 's got to figure a way out /.,pronoun
bc/msnbc/00/msnbc_0003,goal_source,get,goal,This investigation got so much scrutiny from the media when it started that if you were going to do a no prosecution in this case you would have to ask a huge number of questions just as the prosecutor is doing to be able to come up with that no prosecution /.//You know what I think /?,pronoun
bc/msnbc/00/msnbc_0003,goal_source,learn,other,and we learned it from a matter as unusual as Clinton and Monica /.//But in fact Ben I think I sat on a lot of shows with you talking about that very subject /.,other
bc/msnbc/00/msnbc_0004,goal_source,get,theme,Uh so we have n't actually got him in /.//He 's agreed today verbally to release all the documents /.,theme
bc/msnbc/00/msnbc_0001,goal_source,hear,other,"Um all right now that you know so much more have you heard anything from the authorities about uh if and when , they 're going to charge him in connection with this case /?//No uh it 's my information that they are still processing um evidence from the crime scene as well as evidence from Taylor 's body /.",other
bc/msnbc/00/msnbc_0001,goal_source,take,other,and um you know they have taken all that information off our computer /.//and we have seen small portions of the conversations that they had together some of which indicate that they were planning to meet /.,other
bc/msnbc/00/msnbc_0001,goal_source,accept,other,and Pakistan is accepting aid from rival India /.//President Bush is in New Orleans to get an update on progress following hurricanes Katrina and Rita /.,other
bc/msnbc/00/msnbc_0001,goal_source,take,other,and in uh Minnesota they need to take care of it now /.//How is the lawsuit viewed differently as a legal matter based on how horrific the crime was /?,other
bc/msnbc/00/msnbc_0002,goal_source,take,other,um I mean the media has totally um taken it out of proportion /.//And um he 's suffering even more so by the media 's actions /.,other
bc/msnbc/00/msnbc_0005,goal_source,take,other,Well uh no one ever takes anything off the table /.//but I believe we 're a long way uh from that /.,other
wb/eng/00/eng_0001,source_goal,send,other,"If we stimulated home - grown markets , we might not send so much to China , although I suppose anything we can do to curb the trade deficit might be considered a good thing in some quarters .//That 's right .",other
wb/eng/00/eng_0001,goal_source,buy,source,I 've bought quite a bit from him//and he apparently does a good business .,pronoun
wb/eng/00/eng_0015,source_goal,tell,other,"In December , he reluctantly told it to me , pulling documents from a worn leather folder to corroborate the details .//The story began after the ouster of Saddam , when Abather and Balqes , like many Iraqis , launched a de-Baathification program of their own .",other
wb/eng/00/eng_0015,source_goal,tell,source,"Then , at Window 4 , I told the story again to the consul general , who stood behind the bulletproof glass wearing a telephone headset .//I was expecting to hear that `` the United States is doing its best to help , ''",pronoun
wb/c2e/00/c2e_0016,goal_source,hear,other,"While I was watching a TV channel , I heard from its news , "" the tallest building beside the West Lake in Hangzhou was blast demolished only 14 years after completion , because it ruined the West Lake views . ""//It is said blasting this "" image project "" reflects "" the scientific view of development "" of this Hangzhou government .",other
wb/c2e/00/c2e_0008,source_goal,pay,other,"Ticket sellers selling tickets on this website must pay a 15 percent fee , while buyers also have to pay a 10 percent commission to StubHub .//As of now , five million tickets have been sold on the StubHub website .",other
wb/c2e/00/c2e_0005,source_goal,pay,other,"This way , they can pay a little less tax to the central authorities : keeping quiet to get rich .//In addition , everyone is very clear about the situations in Guangzhou and Shenzhen .",other
wb/c2e/00/c2e_0048,goal_source,learn,other,I learned from his call that many people were there this time and even some of Hali 's friends went .//Brother Jia will go back to Germany on Friday .,other
wb/a2e/00/a2e_0015,source_goal,show,source,Then they showed me to the Sudanese people who cleared me .//They showed them my father 's car and they said it was not the one .,pronoun
tc/ch/00/ch_0047,goal_source,take,other,"and then it takes them two days//and then I have to go back ,",other
tc/ch/00/ch_0028,source_goal,bring,theme,I ca n't bring the phone into the bathroom .//No it does n't stretch,theme
tc/ch/00/ch_0033,goal_source,take,goal,Good . I took twelve months off work//and then Right . I 've you know been thinking a lot about you know going back maybe in twelve months just two days a week or something,pronoun
tc/ch/00/ch_0018,source_goal,bring,other,and then we 'll %uh bring him back home to Omaha .//And I said %mm . oh so you 're not,other
tc/ch/00/ch_0027,source_goal,send,source,and so I sent them to stay with him//and then I felt bad about it immediately,pronoun
tc/ch/00/ch_0027,source_goal,pay,other,I mean I was n't really paying that much attention to what he said//but that did influence a little bit .,other
tc/ch/00/ch_0038,source_goal,bring,theme,Jigs brought me up there twi-//actually I had to go back twice .,theme
tc/ch/00/ch_0038,goal_source,get,other,We also got a mitchnit that night from Bayerischer Rundfunk//so it was a great night .,other
tc/ch/00/ch_0044,goal_source,get,goal,I just got this call yesterday from this//I mean I j-,pronoun
tc/ch/00/ch_0044,source_goal,give,goal,the doctor had given it to me for cramps//and I ended up getting %um depressed for twenty - four hours .,pronoun
tc/ch/00/ch_0044,source_goal,tell,other,And I can tell you people at all levels//The only people who really think they know something are the people who usually are deficient .,other
tc/ch/00/ch_0011,goal_source,get,other,I got a postcard from her too the other day//yeah . That 's a scary dream .,other
tc/ch/00/ch_0037,source_goal,throw,other,now we can throw them into the sea .//Well yeah . I still remember those discussions,other
tc/ch/00/ch_0037,source_goal,give,other,"the doctor gave it to me .//But the problem with this stuff is Ida that after a while your body gets used to it ,",other
tc/ch/00/ch_0032,source_goal,throw,other,but you know she like throws it off make it seems like it 's no big deal//and I think oh well,other
tc/ch/00/ch_0005,goal_source,hear,other,but I have n't heard anything From them//I mean it 's just a measly little book,other
tc/ch/00/ch_0008,goal_source,get,other,"We got this book from my mom about the Carribean .//And , %um . I 'd always wanted to go to the Carribean .",other
tc/ch/00/ch_0041,goal_source,buy,goal,"I bought you a little coffee cup from Tullyesa//and I still hav n't gotten it in the mail ,",pronoun
tc/ch/00/ch_0014,source_goal,hand,goal,"She handed her to me screaming loudly//and I said to Tina and also to uh-huh . the birth mother 's mother there , you know oh Robert has the magic touch .",pronoun
tc/ch/00/ch_0014,source_goal,give,other,"and of course she had given it to her mother , %hm . mhm . %hm . I see . I see . which makes perfect sense .//mhm .",other
pt/nt/61/nt_6103,source_goal,give,source,They also give wrong meanings to the other Scriptures .//But they are destroying themselves by doing that .,pronoun
pt/nt/61/nt_6102,source_goal,bring,source,He brought a flood to the world that was full of people who were against God .//But he saved Noah and seven other people with him .,pronoun
pt/nt/59/nt_5902,source_goal,show,source,"You show special attention to the person wearing nice clothes .//You say , `` Sit here in this good seat . ''",pronoun
pt/nt/59/nt_5902,source_goal,show,source,But you show no respect to those who are poor .//And you know that the rich are the ones who always try to control your lives .,pronoun
pt/nt/59/nt_5902,source_goal,show,other,"Yes , you must show mercy to others .//If you do not show mercy , then God will not show mercy to you when he judges you .",other
pt/nt/59/nt_5902,source_goal,show,source,"If you do not show mercy , then God will not show mercy to you when he judges you .//But the one who shows mercy can stand without fear before the Judge .",pronoun
pt/nt/59/nt_5905,source_goal,show,goal,"You showed no mercy to good people .//They were not against you , but you killed them .",pronoun
pt/nt/59/nt_5903,goal_source,get,other,"It gets this fire from hell .//Humans have control over every kind of wild animal , bird , reptile , and fish , and they have controlled all these things .",other
pt/nt/66/nt_6617,source_goal,give,source,And they will give their power and authority to the beast .//They will make war against the Lamb .,pronoun
pt/nt/66/nt_6612,source_goal,give,goal,"The woman gave birth to a son , who would rule all the nations with an iron rod .//And her child was taken up to God and to his throne .",non pronoun
pt/nt/66/nt_6604,source_goal,give,other,"These living beings were giving glory and honor and thanks to the one who sits on the throne , the one who lives forever and ever .//And every time they did this , the 24 elders bowed down before the one who sits on the throne .",other
pt/nt/66/nt_6618,source_goal,throw,other,"They threw dust on their heads and cried loudly to show the deep sorrow they felt .//They said , ' Terrible !",other
pt/nt/66/nt_6618,source_goal,throw,other,"The angel threw the rock into the sea and said , `` That is how the great city of Babylon will be thrown down .//It will never be found again .",other
pt/nt/66/nt_6622,source_goal,send,source,"`` I , Jesus , have sent my angel to tell you these things for the churches .//I am the descendant from the family of David .",pronoun
pt/nt/66/nt_6615,source_goal,give,theme,"Then one of the four living beings gave seven golden bowls to the seven angels .//The bowls were filled with the anger of God , who lives forever and ever .",theme
pt/nt/66/nt_6601,source_goal,send,other,"And Christ sent his angel to show it to his servant John , who has told everything he saw .//It is the truth that Jesus Christ told him ; it is the message from God .",other
pt/nt/66/nt_6602,source_goal,give,source,`` I will give the hidden manna to everyone who wins the victory .//I will also give each one a white stone that has a new name written on it .,pronoun
pt/nt/66/nt_6602,source_goal,throw,other,`` So I will throw her on a bed of suffering .//And all those who commit adultery with her will suffer greatly .,other
pt/nt/66/nt_6602,source_goal,give,goal,`` I will give power over the nations to all those who win the victory and continue until the end to do what I want .//They will rule the nations with an iron rod .,pronoun
pt/nt/66/nt_6621,source_goal,give,other,I will give free water from the spring of the water of life to anyone who is thirsty .//All those who win the victory will receive all this .,other
pt/nt/66/nt_6621,source_goal,bring,other,"The rulers of the earth will bring their glory into the city .//The city 's gates will never close on any day , because there is no night there .",other
pt/nt/66/nt_6611,source_goal,give,goal,And I will give power to my two witnesses .//And they will prophesy for 1260 days .,pronoun
pt/nt/66/nt_6611,source_goal,give,other,They gave glory to the God of heaven .//The second terror is now past .,other
pt/nt/50/nt_5003,goal_source,take,other,"We take pride only in Christ Jesus .//Even if I am able to trust in myself , still I do n't do it .",other
pt/nt/50/nt_5001,source_goal,bring,other,"Both of these bring glory to Christ .//You saw the difficulties I had to face , and you hear that I am still having troubles .",other
pt/nt/51/nt_5101,goal_source,hear,source,"You heard it from Epaphras , our dear friend and co-worker .//He is a faithful servant of Christ for us .",pronoun
pt/nt/51/nt_5101,source_goal,bring,other,And he brought us into the kingdom of his dear Son .//The Son paid the price to make us free .,other
pt/nt/58/nt_5813,source_goal,teach,source,"They taught God 's message to you .//Remember how they lived and died , and copy their faith .",pronoun
pt/nt/58/nt_5812,goal_source,inherit,goal,"As the oldest son , Esau would have inherited everything from his father .//But he sold all that for a single meal .",pronoun
pt/nt/60/nt_6001,goal_source,hear,other,You heard them from those who told you the Good News with the help of the Holy Spirit sent from heaven .//Even the angels would like very much to know more about these things you were told .,other
pt/nt/60/nt_6002,source_goal,bring,theme,"He brought you out of the darkness of sin into his wonderful light .//In the past you were not a special people , but now you are God 's people .",theme
pt/nt/60/nt_6005,source_goal,bring,other,Silas will bring this letter to you .//I know that he is a faithful brother in Christ .,other
pt/nt/42/nt_4206,source_goal,give,other,"And he gave some of the bread to the people with him .//This was against the Law of Moses , which says that only the priests can eat that bread . ''",other
pt/nt/42/nt_4212,goal_source,get,other,People do not get life from the many things they own . ''//Then Jesus used this story : `` There was a rich man who had some land .,other
pt/nt/42/nt_4212,source_goal,hand,other,"And the judge will hand you over to the officer , who will throw you into jail .//I tell you , you will not get out of there until you have paid every cent you owe . ''",other
pt/nt/42/nt_4222,source_goal,give,source,"He gave thanks to God for it and said , `` Take this cup and give it to everyone here .//I will never drink wine again until God 's kingdom comes . ''",pronoun
pt/nt/42/nt_4204,source_goal,give,source,"I can give it to anyone I want .//I will give it all to you , if you will only worship me . ''",pronoun
pt/nt/42/nt_4204,source_goal,give,goal,"I will give it all to you , if you will only worship me . ''//Jesus answered , `` The Scriptures say , ' You must worship the Lord your God .",pronoun
pt/nt/42/nt_4204,source_goal,send,source,He sent me to tell prisoners that they are free and to tell the blind that they can see again .//He sent me to free those who have been treated badly and to announce that the time has come for the Lord to show his kindness . '',pronoun
pt/nt/42/nt_4204,source_goal,throw,source,The evil spirit threw the man down on the ground in front of everyone .//Then the evil spirit left the man and did not hurt him .,non pronoun
pt/nt/42/nt_4204,source_goal,bring,theme,"When the sun went down , the people brought their sick friends to Jesus .//They had many different kinds of sicknesses .",theme
pt/nt/42/nt_4218,source_goal,bring,other,"Some people brought their small children to Jesus so that he could lay his hands on them to bless them .//But when the followers saw this , they told the people not to do this .",other
pt/nt/42/nt_4201,source_goal,send,goal,"During Elizabeth 's sixth month of pregnancy , God sent the angel Gabriel to a virgin girl who lived in Nazareth , a town in Galilee .//She was engaged to marry a man named Joseph from the family of David .",pronoun
pt/nt/42/nt_4201,source_goal,give,source,He always gives mercy to those who worship him .//He reached out his arm and showed his power .,pronoun
pt/nt/42/nt_4201,source_goal,bring,source,"It will bring light to those who live in darkness , in the fear of death .//It will guide us into the way that brings peace . ''",pronoun
pt/nt/42/nt_4202,source_goal,give,source,She gave birth to her first son .//She wrapped him up well and laid him in a box where cattle are fed .,pronoun
pt/nt/42/nt_4202,source_goal,bring,source,"They brought Jesus to Jerusalem so that they could present him to the Lord .//It is written in the law of the Lord : `` When a mother 's first baby is a boy , he shall be called ' special for the Lord . ' ''",pronoun
pt/nt/42/nt_4202,source_goal,bring,other,And he will bring honor to your people Israel . ''//Jesus ' father and mother were amazed at what Simeon said about him .,other
pt/nt/42/nt_4216,goal_source,take,other,My master is taking my job away from me .//I am not strong enough to dig ditches .,other
pt/nt/42/nt_4207,source_goal,send,source,"When he heard about Jesus , he sent some older Jewish leaders to him .//He wanted the men to ask Jesus to come and save the life of his servant .",pronoun
pt/nt/42/nt_4207,source_goal,send,theme,"He sent them to the Lord to ask , `` Are you the one we heard was coming , or should we wait for someone else ? ''//So the men came to Jesus .",theme
pt/nt/42/nt_4208,source_goal,give,other,"He gave a command to the wind and the waves .//The wind stopped , and the lake became calm .",other
pt/nt/42/nt_4223,source_goal,send,other,Then Herod sent him back to Pilate .//In the past Pilate and Herod had always been enemies .,other
pt/nt/42/nt_4223,source_goal,send,theme,"He sent him back to us .//Look , he has done nothing bad enough for the death penalty .",theme
pt/nt/42/nt_4223,goal_source,take,goal,He took the body down from the cross and wrapped it in cloth .//Then he put it in a tomb that was dug in a wall of rock .,pronoun
pt/nt/42/nt_4214,source_goal,send,other,"When it was time to eat , he sent his servant to tell the guests , ' Come .//The food is ready . '",other
pt/nt/42/nt_4214,source_goal,send,other,"If he thinks he can not defeat the other king , he will send some men to ask for peace while that king 's army is still far away .//`` It is the same for each of you .",other
pt/nt/42/nt_4214,source_goal,throw,other,"People just throw it away .//`` You people who hear me , listen ! ''",other
pt/nt/42/nt_4205,source_goal,bring,source,The men brought their boats to the shore .//They left everything and followed Jesus .,pronoun
pt/nt/42/nt_4205,source_goal,give,other,Then Levi gave a big dinner at his house for Jesus .//At the table there were many tax collectors and some other people too .,other
pt/nt/45/nt_4503,goal_source,get,other,"Do they get any benefit from being circumcised ?//Yes , the Jews have many benefits .",other
pt/nt/45/nt_4515,source_goal,give,other,"And all together you will give glory to God the Father of our Lord Jesus Christ .//Christ accepted you , so you should accept each other .",other
pt/nt/45/nt_4515,source_goal,bring,other,This will bring honor to God .//I tell you that Christ became a servant of the Jews to show that God has done what he promised their great ancestors .,other
pt/nt/45/nt_4502,source_goal,give,other,God will give eternal life to them .//But others are selfish and refuse to follow truth .,other
pt/nt/45/nt_4502,source_goal,give,source,"He will give trouble and suffering to everyone who does evil -- to the Jews first and also to those who are not Jews .//But he will give glory , honor , and peace to everyone who does good -- to the Jews first and also to those who are not Jews .",pronoun
pt/nt/45/nt_4502,source_goal,give,source,"But he will give glory , honor , and peace to everyone who does good -- to the Jews first and also to those who are not Jews .//God judges everyone the same .",non pronoun
pt/nt/45/nt_4502,goal_source,get,other,"And anyone who is circumcised in the heart by the Spirit gets praise from God , not from people .//All of you must obey the government rulers .",other
pt/nt/45/nt_4513,source_goal,bring,other,Those who are against the government bring punishment on themselves .//People who do right do n't have to fear the rulers .,other
pt/nt/45/nt_4516,source_goal,send,goal,"All the churches that belong to Christ send their greetings to you .//Brothers and sisters , I want you to be very careful of those who cause arguments and hurt people 's faith by teaching things that are against what you learned .",non pronoun
pt/nt/45/nt_4516,source_goal,send,other,He sends his greetings to you .//Erastus and our brother Quartus also send their greetings .,other
pt/nt/45/nt_4511,source_goal,bring,other,But their mistake brought salvation to those who are not Jews .//The purpose of this was to make the Jews jealous .,other
pt/nt/45/nt_4511,source_goal,bring,other,Their mistake brought rich blessings to the world .//And what they lost brought rich blessings to the non-Jewish people .,other
pt/nt/45/nt_4511,source_goal,give,goal,"The root gives life to you .//You might say , `` Branches were broken off so that I could be joined to their tree . ''",pronoun
pt/nt/45/nt_4508,source_goal,send,source,God sent him to be an offering to pay for sin .//So God used a human life to destroy sin .,non pronoun
pt/nt/45/nt_4508,source_goal,give,source,"And if God 's Spirit lives in you , he will also give life to your bodies that die .//Yes , God is the one who raised Christ from death , and he will raise you to life through his Spirit living in you .",non pronoun
pt/nt/45/nt_4514,source_goal,give,other,"Yes , they give thanks to God for that food .//And those who refuse to eat some foods do that for the Lord .",other
pt/nt/45/nt_4514,source_goal,give,other,They also give thanks to God .//We do n't live or die just for ourselves .,other
pt/nt/45/nt_4505,source_goal,bring,other,"So that one sin of Adam brought the punishment of death to all people .//But in the same way , Christ did something so good that it makes all people right with God .",other
pt/nt/44/nt_4403,source_goal,give,other,"He gave glory to Jesus , his special servant .//But you handed him over to be killed .",other
pt/nt/44/nt_4403,source_goal,send,source,He sent him to you first .//He sent him to bless you by causing each of you to turn away from your evil ways . '',pronoun
pt/nt/44/nt_4403,source_goal,send,other,"He sent him to bless you by causing each of you to turn away from your evil ways . ''//When we were safe on land , we learned that the island was called Malta .",other
pt/nt/44/nt_4425,source_goal,hand,theme,"But if these charges are not true , then no one can hand me over to these people .//No , I want Caesar to hear my case ! ''",theme
pt/nt/44/nt_4425,source_goal,bring,source,"So I have brought him before all of you -- especially you , King Agrippa .//I hope that you can question him and give me something to write to Caesar .",pronoun
pt/nt/44/nt_4412,source_goal,give,other,Herod did not give the glory to God .//So an angel of the Lord caused him to get sick .,other
pt/nt/44/nt_4417,source_goal,send,theme,"That same night the believers sent Paul and Silas to another city named Berea .//When they arrived there , they went to the Jewish synagogue .",theme
pt/nt/44/nt_4427,source_goal,throw,source,They threw a rope into the water with a weight on the end of it .//They found that the water was 120 feet deep .,pronoun
pt/nt/44/nt_4422,source_goal,send,other,I will send you far away to the non-Jewish people . ' ''//The people stopped listening when Paul said this last thing .,other
pt/nt/44/nt_4415,source_goal,show,other,"He showed this to us by giving them the Holy Spirit the same as he did to us .//To God , those people are not different from us .",other
pt/nt/44/nt_4415,goal_source,receive,goal,They received a blessing of peace from the believers .//Then they went back to those who had sent them .,pronoun
pt/nt/44/nt_4416,source_goal,bring,theme,"They brought Paul and Silas before the Roman officials and said , `` These men are Jews , and they are making trouble in our city .//They are telling people to do things that are not right for us as Romans to do . ''",theme
pt/nt/44/nt_4416,source_goal,bring,theme,"Then he brought them outside and said , `` Men , what must I do to be saved ? ''//They said to him , `` Believe in the Lord Jesus and you will be saved -- you and all who live in your house . ''",theme
pt/nt/44/nt_4416,source_goal,tell,other,"So Paul and Silas told the message of the Lord to the jailer and all the people who lived in his house .//It was late at night , but the jailer took Paul and Silas and washed their wounds .",other
pt/nt/44/nt_4416,source_goal,send,other,"The next morning the Roman officials sent some soldiers to tell the jailer , `` Let these men go free . ''//The jailer said to Paul , `` The officials have sent these soldiers to let you go free .",other
pt/nt/44/nt_4421,source_goal,hand,other,"Then they will hand him over to people who do n't know God . ' ''//When we heard this , we and the other followers there begged Paul not to go to Jerusalem .",other
pt/nt/44/nt_4421,source_goal,bring,other,And now he has brought some Greeks into the Temple area and has made this holy place unclean ! ''//-LRB- The Jews said this because they had seen Trophimus with Paul in Jerusalem .,other
pt/nt/44/nt_4407,source_goal,send,source,"After his father died , God sent him to this place , where you live now .//But God did not give Abraham any of this land , not even a foot of it .",non pronoun
pt/nt/44/nt_4407,source_goal,send,source,"Then Joseph sent some men to tell Jacob , his father , to come to Egypt .//He also invited all his relatives , a total of 75 people .",pronoun
pt/nt/44/nt_4407,source_goal,bring,source,Then they brought sacrifices to it .//They were very happy with what they had made with their own hands .,pronoun
pt/nt/44/nt_4407,goal_source,take,other,They took him out of the city and began throwing stones at him .//The men who told lies against Stephen gave their coats to a young man named Saul .,other
pt/nt/44/nt_4407,source_goal,give,other,"The men who told lies against Stephen gave their coats to a young man named Saul .//As they were throwing the stones at him , Stephen was praying .",other
pt/nt/44/nt_4402,source_goal,show,source,"God clearly showed this to you .//He proved it by the miracles , wonders , and miraculous signs he did through Jesus .",pronoun
pt/nt/44/nt_4402,source_goal,give,source,"The Father has given the Holy Spirit to him , as he promised .//So Jesus has now poured out that Spirit .",pronoun
pt/nt/44/nt_4413,source_goal,send,goal,"Then the leaders of the synagogue sent a message to Paul and Barnabas : `` Brothers , if you have something to say that will help the people here , please speak . ''//Paul stood up , raised his hand to get their attention , and said , `` People of Israel and all you others who worship the true God , please listen to me !",pronoun
pt/nt/44/nt_4413,source_goal,bring,theme,"`` As he promised , God has brought one of David 's descendants to Israel to be their Savior .//That descendant is Jesus .",theme
pt/nt/44/nt_4413,goal_source,take,other,Then they took Jesus down from the cross and put him in a tomb .//But God raised him up from death !,other
pt/nt/44/nt_4423,source_goal,bring,source,"So the army officer brought Paul 's nephew to the commander .//The officer said , `` The prisoner Paul asked me to bring this young man to you .",non pronoun
pt/nt/44/nt_4423,source_goal,send,theme,"The commander sent the young man away , telling him , `` Do n't tell anyone that you have told me about their plan . ''//Then the commander called two army officers .",theme
pt/nt/44/nt_4423,source_goal,bring,other,So I brought him before their council meeting .//This is what I learned : The Jews said this man did some things that were wrong .,other
pt/nt/44/nt_4414,source_goal,bring,other,The priest of this temple brought some bulls and flowers to the city gates .//The priest and the people wanted to offer a sacrifice to Paul and Barnabas .,other
pt/nt/44/nt_4414,source_goal,throw,source,So they threw stones at him and dragged him out of the town .//They thought they had killed him .,pronoun
pt/nt/44/nt_4408,source_goal,send,theme,"So they sent Peter and John to the people in Samaria .//When Peter and John arrived , they prayed for the Samaritan believers to receive the Holy Spirit .",theme
pt/nt/44/nt_4405,source_goal,bring,source,So the people brought those who were sick into the streets and put them on little beds and mats .//They were hoping that Peter 's shadow might fall on them as he walked by .,pronoun
pt/nt/44/nt_4405,source_goal,send,theme,"They sent some men to the jail to bring the apostles to them .//When the men went to the jail , they could not find the apostles there .",theme
pt/nt/44/nt_4405,source_goal,give,other,"God has given this Spirit to all those who obey him . ''//When the council members heard this , they became very angry .",other
pt/nt/44/nt_4411,source_goal,send,theme,"When the church in Jerusalem heard about this , they sent Barnabas to Antioch .//Barnabas was a good man , full of the Holy Spirit and faith .",theme
pt/nt/44/nt_4411,source_goal,bring,other,"When he found him , he brought him to Antioch .//They stayed there a whole year .",other
pt/nt/43/nt_4312,source_goal,give,other,My Father will give honor to anyone who serves me .//`` Now I am very troubled .,other
pt/nt/43/nt_4306,source_goal,give,source,Then he gave them to the people who were waiting to eat .//He did the same with the fish .,pronoun
pt/nt/43/nt_4301,source_goal,send,goal,"The Jewish leaders in Jerusalem sent some priests and Levites to John to ask him , `` Who are you ? ''//He told them the truth .",pronoun
pt/nt/43/nt_4301,source_goal,bring,goal,"-RRB- Then Andrew brought Simon to Jesus .//Jesus looked at him and said , `` You are Simon , the son of John .",non pronoun
pt/nt/43/nt_4315,source_goal,bring,other,This will bring honor to my Father .//`` I have loved you as the Father has loved me .,other
pt/nt/43/nt_4318,source_goal,send,theme,So Annas sent Jesus to Caiaphas the high priest .//He was still tied .,theme
pt/nt/43/nt_4318,goal_source,take,other,Then the guards took Jesus from Caiaphas ' house to the Roman governor 's palace .//It was early in the morning .,other
pt/nt/43/nt_4304,source_goal,send,other,"I sent you to harvest a crop that you did not work for .//Others did the work , and you get the profit from their work . ''",other
pt/nt/43/nt_4316,source_goal,bring,other,The Spirit of truth will bring glory to me by telling you what he receives from me .//All that the Father has is mine .,other
pt/nt/43/nt_4313,source_goal,give,other,"If God receives glory through him , he will give glory to the Son through himself .//And that will happen very soon . ''",other
pt/nt/43/nt_4305,source_goal,give,other,"In the same way , the Son gives life to those he wants to .//`` Also , the Father judges no one .",other
