,index,subject_id,condition,referents,relation,connective,itemID,stimulusID,prompt,text,response,pronominalization,annotated_nm,Annotator1,Annotator2,Final,Annotator1=Annotator2
114,1641.0,11215948.0,LIST5,"[""John"",""the man""]",Occasion,varied,22.0,164.0,pronoun,"John felt sorry for the man. Later, he",realised his guilt and regretted it,pro,0.0,T,T,T,True
115,1649.0,11215948.0,LIST5,"[""Lehia"",""her mom""]",Result,original,12.0,144.0,pronoun,And Lehia's been with her mom for two months. So she,is much happier,pro,0.0,T,T,T,True
116,1651.0,5711283.0,LIST6,"[""Senate Majority Leader George Mitchell (D-Maine)"",""the president""]",Occasion,varied,10.0,134.0,pronoun,"Senate Majority Leader George Mitchell (D-Maine), who has been the most prominent Democratic critic of Mr. Bush's handling of the Soviet relationship, praised the president for arranging the meeting. After that, he",campaigned for a second meeting to be held.,pro,0.0,T,T,T,True
117,1687.0,6471715.0,LIST3,"[""Charles"",""Thomas""]",Result,varied,7.0,60.0,pronoun,"Charles got up, left everything, and followed Thomas. So he",went out without a coat.,pro,0.0,T,T,T,True
118,1690.0,6471715.0,LIST3,"[""Jack"",""another man""]",Contrast,original,21.0,111.0,free,"Jack said to another man, ""Follow me!"" But",he was ignored.,pro,0.0,T,T,T,True
119,1692.0,6471715.0,LIST3,"[""Adam"",""Leo""]",Occasion,varied,11.0,157.0,free,"Adam refused to stop chasing Leo. Shortly afterwards,",Leo gave up.,non_pro,1.0,T,T,T,True
120,1703.0,6471715.0,LIST3,"[""William"",""Saul""]",Occasion,varied,30.0,152.0,pronoun,"William was afraid and refused to kill Saul. Shortly afterwards, he",regretted his decision.,pro,0.0,T,T,T,True
121,1727.0,12257920.0,LIST2,"[""Adam"",""Leo""]",Result,original,11.0,162.0,pronoun,Adam refused to stop chasing Leo. So he,was scared and Leo managed to find a hiding spot.,pro,1.0,T,T,T,True
122,1741.0,138393.0,LIST3,"[""Benjamin Netanyahu"",""Ehud Barak""]",Contrast,original,13.0,70.0,pronoun,"Benjamin Netanyahu has recently moved ahead of Ehud Barak in popularity polls. However, he",still has strong competition,pro,0.0,T,T,T,True
123,1764.0,138393.0,LIST3,"[""David"",""Leo""]",Result,original,14.0,173.0,free,David had just let Leo leave in peace. So,that he didnt have to face another conversation with him.,pro,0.0,T,T,T,True
124,1781.0,2069485.0,LIST2,"[""Adam"",""Leo""]",Result,original,11.0,162.0,pronoun,Adam refused to stop chasing Leo. So he,punlished by his mother,pro,0.0,T,T,T,True
125,1791.0,2069485.0,LIST2,"[""Jack"",""another man""]",Occasion,varied,21.0,110.0,pronoun,"Jack said to another man, ""Follow me!"" After that, he",turned around and left,pro,0.0,T,T,T,True
126,1815.0,12027414.0,LIST6,"[""Mr. Pamplin"",""Mr. Hahn""]",Result,varied,20.0,119.0,pronoun,"In 1975, Mr. Pamplin enticed Mr. Hahn into joining the company as executive vice president in charge of chemicals; the move befuddled many in Georgia-Pacific who didn't believe a university administrator could make the transition to the corporate world. So he",was advised to leave the role,pro,1.0,T,T,T,True
127,1843.0,1504989.0,LIST1,"[""President Hu Jintao"",""Canadian Prime Minister Stephen Harper""]",Result,varied,18.0,125.0,pronoun,"Fortunately President Hu Jintao was magnanimous enough not to take it to heart, and gave Canadian Prime Minister Stephen Harper the honor of a 15-minute meeting. So he",could get his point across,pro,0.0,F,T,T,False
128,1854.0,1504989.0,LIST1,"[""Jack"",""another man""]",Occasion,varied,21.0,68.0,free,"Jack said to another man, ""Follow me!"" After that,",the man followed,non_pro,1.0,T,T,T,True
129,1855.0,1504989.0,LIST1,"[""Lehia"",""her mom""]",Occasion,varied,12.0,145.0,pronoun,"And Lehia's been with her mom for two months. After that, she",will got back to her own home,pro,0.0,T,T,T,True
130,1868.0,9532918.0,LIST5,"[""Peter"",""Charlie""]",Result,varied,25.0,41.0,free,Peter continued talking with Charlie. So,Charlie finally responded reluctantly.,non_pro,1.0,T,T,T,True
131,1875.0,9532918.0,LIST5,"[""President Hu Jintao"",""Canadian Prime Minister Stephen Harper""]",Contrast,original,18.0,82.0,pronoun,"Fortunately President Hu Jintao was magnanimous enough not to take it to heart, and gave Canadian Prime Minister Stephen Harper the honor of a 15-minute meeting. However, he",was not really looking forward to the meeting.,pro,0.0,T,T,T,True
132,1894.0,9767700.0,LIST5,"[""Mr. Pamplin"",""Mr. Hahn""]",Result,varied,20.0,77.0,free,"In 1975, Mr. Pamplin enticed Mr. Hahn into joining the company as executive vice president in charge of chemicals; the move befuddled many in Georgia-Pacific who didn't believe a university administrator could make the transition to the corporate world. So",he proved them all wrong.,pro,1.0,T,T,T,True
133,1927.0,1921090.0,LIST6,"[""President Clinton"",""the Crown Prince""]",Contrast,varied,27.0,160.0,pronoun,"President Clinton at that meeting did press the Crown Prince to cooperate with the FBI. However, he",can’t be sure this was successful.,pro,0.0,T,T,T,True
134,1940.0,1921090.0,LIST6,"[""Benjamin Netanyahu"",""Ehud Barak""]",Occasion,varied,13.0,31.0,free,"Benjamin Netanyahu has recently moved ahead of Ehud Barak in popularity polls. Afterwards,",he made a statement on the local news.,pro,0.0,T,T,T,True
135,1963.0,13001928.0,LIST3,"[""William"",""Saul""]",Occasion,varied,30.0,152.0,pronoun,"William was afraid and refused to kill Saul. Shortly afterwards, he",killed himself.,pro,0.0,T,T,T,True
136,1967.0,13001928.0,LIST3,"[""Jose"",""Peter""]",Contrast,original,24.0,106.0,pronoun,Jose gave the silver and the gold to Peter. But he,kept the bronze for himself.,pro,0.0,T,T,T,True
137,1980.0,16032131.0,LIST6,"[""John"",""the man""]",Contrast,varied,22.0,88.0,free,John felt sorry for the man. But,it was his opinion that he deserved the outcome.,pro,0.0,F,F,F,True
138,1983.0,16032131.0,LIST6,"[""The Iran - Contra judge Harold H. Greene"",""Mr. Poindexter""]",Contrast,original,29.0,129.0,pronoun,"The Iran-Contra judge Harold H. Greene agreed to allow Mr. Poindexter to subpoena the personal papers of ex-President Reagan, ruling that there was sufficient evidence that the data would be important to the defense. But he",dismissed the request for other documents to be presented.,pro,0.0,T,T,T,True
139,1994.0,16032131.0,LIST6,"[""Charles"",""Thomas""]",Contrast,varied,7.0,21.0,free,"Charles got up, left everything, and followed Thomas. However,",Thomas did not want company.,non_pro,1.0,T,T,T,True
140,2008.0,16032131.0,LIST6,"[""David"",""the man who kept supplies""]",Occasion,original,9.0,26.0,free,David left the food with the man who kept supplies. Then,he returned to the others.,pro,0.0,T,T,T,True
141,2019.0,252898.0,LIST1,"[""Benjamin Netanyahu"",""Ehud Barak""]",Occasion,varied,13.0,109.0,pronoun,"Benjamin Netanyahu has recently moved ahead of Ehud Barak in popularity polls. Afterwards, he",was very pleased about this.,pro,0.0,T,T,T,True
142,2026.0,252898.0,LIST1,"[""Mr. Pamplin"",""Mr. Hahn""]",Occasion,varied,20.0,37.0,free,"In 1975, Mr. Pamplin enticed Mr. Hahn into joining the company as executive vice president in charge of chemicals; the move befuddled many in Georgia-Pacific who didn't believe a university administrator could make the transition to the corporate world. After that,",people changed their minds about Mr. Hahn.,non_pro,1.0,F,F,F,True
143,2033.0,252898.0,LIST1,"[""William"",""Saul""]",Result,original,30.0,161.0,pronoun,William was afraid and refused to kill Saul. So he,ran away.,pro,0.0,T,T,T,True
144,2055.0,11461206.0,LIST3,"[""Benjamin Netanyahu"",""Ehud Barak""]",Contrast,original,13.0,70.0,pronoun,"Benjamin Netanyahu has recently moved ahead of Ehud Barak in popularity polls. However, he",didn't have enough funds.,pro,0.0,T,T,T,True
145,2075.0,13783915.0,LIST3,"[""Lehia"",""her mom""]",Contrast,varied,12.0,142.0,pronoun,"And Lehia's been with her mom for two months. However, she",still struggles to bond.,pro,0.0,T,T,T,True
146,2084.0,13783915.0,LIST3,"[""David"",""Leo""]",Result,original,14.0,173.0,free,David had just let Leo leave in peace. So,he waited.,pro,0.0,T,T,T,True
147,2106.0,2936130.0,LIST6,"[""Philip"",""Andrew""]",Result,varied,3.0,11.0,free,Philip went and told Andrew. So,"Andrew went and told their mother, the Queen.",non_pro,1.0,T,T,T,True
148,2115.0,2936130.0,LIST6,"[""The Iran - Contra judge Harold H. Greene"",""Mr. Poindexter""]",Contrast,original,29.0,129.0,pronoun,"The Iran-Contra judge Harold H. Greene agreed to allow Mr. Poindexter to subpoena the personal papers of ex-President Reagan, ruling that there was sufficient evidence that the data would be important to the defense. But he",didn't really understand American terminology and was unable to respond.,pro,0.0,F,F,F,True
149,2123.0,2936130.0,LIST6,"[""Peter"",""Charlie""]",Result,varied,25.0,114.0,pronoun,Peter continued talking with Charlie. So he,get him to confide in him and maybe accidentally drop the information he was looking for.,pro,0.0,T,T,T,True
150,2145.0,4640906.0,LIST3,"[""John"",""the man""]",Result,original,22.0,168.0,pronoun,John felt sorry for the man. So he,decided to help.,pro,0.0,T,T,T,True
151,2147.0,4640906.0,LIST3,"[""David"",""Saul""]",Result,varied,15.0,96.0,pronoun,David was moving as quickly as possible to get away from Saul. So he,tried to run even faster.,pro,0.0,T,T,T,True
152,2153.0,4640906.0,LIST3,"[""Hailey"",""her daughter""]",Contrast,varied,19.0,178.0,pronoun,"Hailey told her daughter what to ask for. However, she",forgot what Hailey had told her.,pro,1.0,T,T,T,True
153,2164.0,12921073.0,LIST3,"[""President Clinton"",""the Crown Prince""]",Occasion,varied,27.0,121.0,free,"President Clinton at that meeting did press the Crown Prince to cooperate with the FBI. Later,",he announced that the FBI would be supported in their investigation by the Gulf State.,pro,0.0,T,T,T,True
154,2169.0,12921073.0,LIST3,"[""Christian Hummer"",""Austrian David Kriner who placed second in the ski jump after about one kilometer""]",Occasion,original,2.0,8.0,pronoun,"Christian Hummer overtook Austrian David Kriner who placed second in the ski jump after about one kilometer. Two kilometers later, he",overtook him.,pro,0.0,F,F,F,True
155,2170.0,12921073.0,LIST3,"[""Jack"",""another man""]",Contrast,original,21.0,111.0,free,"Jack said to another man, ""Follow me!"" But",the man refused.,non_pro,1.0,T,T,T,True
156,2174.0,12921073.0,LIST3,"[""Mr. Pamplin"",""Mr. Hahn""]",Contrast,original,20.0,75.0,free,"In 1975, Mr. Pamplin enticed Mr. Hahn into joining the company as executive vice president in charge of chemicals; the move befuddled many in Georgia-Pacific who didn't believe a university administrator could make the transition to the corporate world. But",he became a vital member of the board.,pro,0.0,F,F,F,True
157,2195.0,6568516.0,LIST5,"[""Philip"",""Andrew""]",Contrast,varied,3.0,46.0,pronoun,Philip went and told Andrew. But he,"didn't listen, and therefore Andrew was fired the next day.",pro,1.0,T,T,T,True
158,2200.0,6568516.0,LIST5,"[""Adam"",""Leo""]",Contrast,varied,11.0,159.0,free,Adam refused to stop chasing Leo. But,"Leo had had enough, turned around and hit Adam to make him stop.",non_pro,1.0,T,T,T,True
159,2205.0,6568516.0,LIST5,"[""David"",""Saul""]",Occasion,varied,15.0,92.0,pronoun,"David was moving as quickly as possible to get away from Saul. Later, he",looked back and saw that he had managed to shake him off his tail.,pro,0.0,T,T,T,True
160,2206.0,6568516.0,LIST5,"[""Felix"",""Paul""]",Result,original,16.0,149.0,free,Felix made a sign for Paul to speak. So,Paul stepped forward up to the lectern and began.,non_pro,1.0,T,T,T,True
161,2209.0,6568516.0,LIST5,"[""Charles"",""Thomas""]",Occasion,original,7.0,56.0,pronoun,"Charles got up, left everything, and followed Thomas. Then he","changed his mind, went back and collected his things.",pro,0.0,T,T,T,True
162,2213.0,6568516.0,LIST5,"[""President Hu Jintao"",""Canadian Prime Minister Stephen Harper""]",Contrast,original,18.0,82.0,pronoun,"Fortunately President Hu Jintao was magnanimous enough not to take it to heart, and gave Canadian Prime Minister Stephen Harper the honor of a 15-minute meeting. However, he",would later go on to say he had felt personally slighted.,pro,0.0,T,T,T,True
163,2216.0,6568516.0,LIST5,"[""President Clinton"",""the Crown Prince""]",Contrast,varied,27.0,123.0,free,"President Clinton at that meeting did press the Crown Prince to cooperate with the FBI. However,",he was cleared of any wrongdoing.,pro,0.0,F,F,F,True
164,2246.0,12652081.0,LIST2,"[""Philip"",""Andrew""]",Occasion,original,3.0,43.0,free,Philip went and told Andrew. Then,he went for a drink,pro,0.0,T,T,T,True
165,2251.0,4096729.0,LIST2,"[""Mr. Pamplin"",""Mr. Hahn""]",Occasion,varied,20.0,74.0,pronoun,"In 1975, Mr. Pamplin enticed Mr. Hahn into joining the company as executive vice president in charge of chemicals; the move befuddled many in Georgia-Pacific who didn't believe a university administrator could make the transition to the corporate world. After that, he",became one of the richest men in the world.,pro,0.0,F,T,T,False
166,2276.0,4096729.0,LIST2,"[""Lehia"",""her mom""]",Contrast,varied,12.0,141.0,free,"And Lehia's been with her mom for two months. However,",She was soon to leave for New York.,pro,0.0,T,T,T,True
167,2290.0,12136339.0,LIST4,"[""Benjamin Netanyahu"",""Ehud Barak""]",Result,varied,13.0,71.0,free,"Benjamin Netanyahu has recently moved ahead of Ehud Barak in popularity polls. As a result,",he was very keen to be interviewed,pro,0.0,T,T,T,True
168,2291.0,12136339.0,LIST4,"[""Joseph"",""Nicolas""]",Occasion,original,6.0,50.0,pronoun,Joseph served Nicolas for three years. Then he,quit,pro,0.0,T,T,T,True
169,2343.0,14299503.0,LIST5,"[""Jose"",""Peter""]",Result,varied,24.0,108.0,pronoun,Jose gave the silver and the gold to Peter. So he,felt generous afterwards,pro,0.0,T,T,T,True
170,2353.0,14299503.0,LIST5,"[""David"",""the man who kept supplies""]",Result,varied,9.0,36.0,pronoun,David left the food with the man who kept supplies. So he,could freely walk without carrying it all.,pro,0.0,T,T,T,True
171,2361.0,14299503.0,LIST5,"[""Charles"",""Thomas""]",Occasion,original,7.0,56.0,pronoun,"Charles got up, left everything, and followed Thomas. Then he",realised he had made a mistake.,pro,0.0,T,T,T,True
172,2385.0,1182632.0,LIST2,"[""David"",""Leo""]",Contrast,varied,14.0,172.0,pronoun,David had just let Leo leave in peace. But he,was still frustrated.,pro,0.0,T,T,T,True
173,2398.0,1182632.0,LIST2,"[""Hailey"",""her daughter""]",Contrast,varied,19.0,177.0,free,"Hailey told her daughter what to ask for. However,",her daughter had other ideas.,non_pro,1.0,T,T,T,True
174,2401.0,8130329.0,LIST3,"[""William"",""Saul""]",Occasion,varied,30.0,152.0,pronoun,"William was afraid and refused to kill Saul. Shortly afterwards, he",cried to himself,pro,0.0,T,T,T,True
175,2423.0,8130329.0,LIST3,"[""John"",""the man""]",Result,original,22.0,168.0,pronoun,John felt sorry for the man. So he,gave him his spare change,pro,0.0,T,T,T,True
176,2430.0,11319780.0,LIST6,"[""Christian Hummer"",""Austrian David Kriner who placed second in the ski jump after about one kilometer""]",Result,varied,2.0,6.0,free,"Christian Hummer overtook Austrian David Kriner who placed second in the ski jump after about one kilometer. Therefore,",Christian won,non_pro,0.0,T,T,T,True
177,2453.0,11319780.0,LIST6,"[""John"",""Hector""]",Occasion,varied,23.0,139.0,pronoun,"John had fought against Hector. After that, he",went home to clean himself up.,pro,0.0,T,T,T,True
178,2464.0,3156180.0,LIST1,"[""The Iran - Contra judge Harold H. Greene"",""Mr. Poindexter""]",Result,varied,29.0,48.0,free,"The Iran-Contra judge Harold H. Greene agreed to allow Mr. Poindexter to subpoena the personal papers of ex-President Reagan, ruling that there was sufficient evidence that the data would be important to the defense. So",he ruled the agreement.,pro,0.0,T,T,T,True
179,2469.0,3156180.0,LIST1,"[""Hailey"",""her daughter""]",Occasion,varied,19.0,176.0,pronoun,"Hailey told her daughter what to ask for. After that, she",went home.,pro,0.0,T,T,T,True
180,2470.0,3156180.0,LIST1,"[""Adam"",""Leo""]",Result,original,11.0,84.0,free,Adam refused to stop chasing Leo. So,he kept running.,pro,0.0,T,T,T,True
181,2471.0,3156180.0,LIST1,"[""Senoir U.S. official James O'Brien"",""President Vojislav Kostunica""]",Contrast,varied,28.0,166.0,pronoun,"Senior U.S official James O'Brien will hold talks, probably behind closed doors, with President Vojislav Kostunica. However, he",is nervous to do so.,pro,0.0,T,T,T,True
182,2475.0,3156180.0,LIST1,"[""William"",""Saul""]",Result,original,30.0,161.0,pronoun,William was afraid and refused to kill Saul. So he,turned and ran away.,pro,0.0,T,T,T,True
183,2492.0,7227216.0,LIST1,"[""Mr. Papandreou "",""Mr. Makris""]",Contrast,varied,17.0,63.0,free,"For balance, and in hopes of gaining some disaffected centrist votes, Mr. Papandreou managed to attract Mr. Makris, a former New Democracy Party representative and known political enemy of Mr. Mitsotakis. However,",he didn't gain the votes he hoped for,pro,0.0,T,T,T,True
184,2500.0,7227216.0,LIST1,"[""Adam"",""Leo""]",Result,original,11.0,84.0,free,Adam refused to stop chasing Leo. So,Leo punched him,non_pro,1.0,T,T,T,True
185,2501.0,7227216.0,LIST1,"[""Hailey"",""her daughter""]",Occasion,varied,19.0,176.0,pronoun,"Hailey told her daughter what to ask for. After that, she",Told her what not to ask for,pro,0.0,T,T,T,True
186,2517.0,7227216.0,LIST1,"[""David"",""the man who kept supplies""]",Occasion,original,9.0,104.0,pronoun,David left the food with the man who kept supplies. Then he,exited the building,pro,0.0,T,T,T,True
187,2518.0,7227216.0,LIST1,"[""John"",""Hector""]",Contrast,original,23.0,58.0,free,John had fought against Hector. But,Hector won,non_pro,1.0,T,T,T,True
188,2521.0,11861189.0,LIST6,"[""Felix"",""Paul""]",Result,original,16.0,155.0,pronoun,Felix made a sign for Paul to speak. So he,began his sentence.,pro,1.0,T,T,T,True
189,2522.0,11861189.0,LIST6,"[""Peter"",""Jeffery""]",Result,varied,26.0,47.0,free,Peter criticized Jeffery for saying these things. So,Jeffery defended himself.,non_pro,1.0,T,T,T,True
190,2571.0,7139274.0,LIST1,"[""Benjamin Netanyahu"",""Ehud Barak""]",Occasion,varied,13.0,109.0,pronoun,"Benjamin Netanyahu has recently moved ahead of Ehud Barak in popularity polls. Afterwards, he",had to plan,pro,0.0,T,T,T,True
191,2585.0,5654296.0,LIST6,"[""Patrick Buchanan"",""Richard Rahn, the Chamber's chief economist""]",Occasion,original,8.0,103.0,pronoun,"At noon Friday, Patrick Buchanan advised Richard Rahn, the Chamber's chief economist, that the White House would not agree to a budget reconciliation bill unless it had firm assurances that a vote on substance would be permitted in the Senate. Two hours later, he",he changed his mind,pro,0.0,T,T,T,True
192,2605.0,5654296.0,LIST6,"[""Joseph"",""Nicolas""]",Contrast,varied,6.0,124.0,pronoun,Joseph served Nicolas for three years. But he,hated every minute,pro,0.0,T,T,T,True
193,2609.0,5654296.0,LIST6,"[""David"",""Leo""]",Occasion,varied,14.0,175.0,pronoun,"David had just let Leo leave in peace. Next, he",planned to kill him,pro,0.0,T,T,T,True
194,2613.0,13617331.0,LIST3,"[""Mr. Brady"",""Mr. Mullins""]",Result,varied,5.0,24.0,pronoun,"Mr. Brady was quickly on the phone with Mr. Mullins, who in turn was talking with the chairmen of the New York and Chicago exchanges. So he",kept it brief.,pro,1.0,F,T,T,False
195,2623.0,13617331.0,LIST3,"[""David"",""Saul""]",Result,varied,15.0,96.0,pronoun,David was moving as quickly as possible to get away from Saul. So he,broke into a sweat.,pro,0.0,T,T,T,True
196,2629.0,13617331.0,LIST3,"[""Jose"",""Peter""]",Contrast,original,24.0,106.0,pronoun,Jose gave the silver and the gold to Peter. But he,left the platinum to David.,pro,0.0,T,T,T,True
197,2639.0,13617331.0,LIST3,"[""William"",""Saul""]",Occasion,varied,30.0,152.0,pronoun,"William was afraid and refused to kill Saul. Shortly afterwards, he",abandoned the operation,pro,0.0,T,T,T,True
198,2652.0,689251.0,LIST2,"[""Philip"",""Andrew""]",Occasion,original,3.0,43.0,free,Philip went and told Andrew. Then,Andrew went to tell his mother,non_pro,1.0,T,T,T,True
199,2655.0,689251.0,LIST2,"[""Mr. Papandreou "",""Mr. Makris""]",Contrast,varied,17.0,136.0,pronoun,"For balance, and in hopes of gaining some disaffected centrist votes, Mr. Papandreou managed to attract Mr. Makris, a former New Democracy Party representative and known political enemy of Mr. Mitsotakis. However, he",and Mr Makris were still friends in private,pro,0.0,F,F,F,True
200,2659.0,689251.0,LIST2,"[""Adam"",""Leo""]",Result,original,11.0,162.0,pronoun,Adam refused to stop chasing Leo. So he,was given a restraining order,pro,0.0,T,T,T,True
201,2681.0,11091811.0,LIST2,"[""Joseph"",""Nicolas""]",Result,varied,6.0,54.0,pronoun,"Joseph served Nicolas for three years. Therefore, he",Knew him well,pro,0.0,T,T,T,True
202,2682.0,11091811.0,LIST2,"[""Charles"",""Thomas""]",Result,varied,7.0,59.0,free,"Charles got up, left everything, and followed Thomas. So",He was naturally nervous,pro,0.0,T,T,T,True
203,2684.0,11091811.0,LIST2,"[""David"",""Saul""]",Result,varied,15.0,95.0,free,David was moving as quickly as possible to get away from Saul. So,He ran faster,pro,0.0,T,T,T,True
204,2686.0,11091811.0,LIST2,"[""Philip"",""Andrew""]",Occasion,original,3.0,43.0,free,Philip went and told Andrew. Then,He waited,pro,0.0,T,T,T,True
205,2688.0,11091811.0,LIST2,"[""William"",""Saul""]",Occasion,varied,30.0,151.0,free,"William was afraid and refused to kill Saul. Shortly afterwards,",He was killed,pro,0.0,T,T,T,True
206,2693.0,11091811.0,LIST2,"[""Mr. Papandreou "",""Mr. Makris""]",Contrast,varied,17.0,136.0,pronoun,"For balance, and in hopes of gaining some disaffected centrist votes, Mr. Papandreou managed to attract Mr. Makris, a former New Democracy Party representative and known political enemy of Mr. Mitsotakis. However, he",Agreed with him this time,pro,1.0,T,T,T,True
207,2695.0,11091811.0,LIST2,"[""John"",""Hector""]",Contrast,original,23.0,100.0,pronoun,John had fought against Hector. But he,Was resigned to his fate this time,pro,0.0,T,T,T,True
208,2699.0,11091811.0,LIST2,"[""President Clinton"",""the Crown Prince""]",Result,original,27.0,126.0,pronoun,President Clinton at that meeting did press the Crown Prince to cooperate with the FBI. So he,Arranged to meed with them,pro,1.0,T,T,T,True
209,2705.0,15025033.0,LIST2,"[""Jack"",""another man""]",Occasion,varied,21.0,110.0,pronoun,"Jack said to another man, ""Follow me!"" After that, he",ran down the stairs.,pro,0.0,T,T,T,True
210,2719.0,15025033.0,LIST2,"[""President Clinton"",""the Crown Prince""]",Result,original,27.0,126.0,pronoun,President Clinton at that meeting did press the Crown Prince to cooperate with the FBI. So he,told them everything.,pro,0.0,F,F,F,True
211,2757.0,13194052.0,LIST3,"[""Mr. Brady"",""Mr. Mullins""]",Result,varied,5.0,24.0,pronoun,"Mr. Brady was quickly on the phone with Mr. Mullins, who in turn was talking with the chairmen of the New York and Chicago exchanges. So he",could ensure all parties were well informed.,pro,0.0,T,T,T,True
212,2760.0,7050017.0,LIST5,"[""David"",""Leo""]",Occasion,varied,14.0,169.0,free,"David had just let Leo leave in peace. Next,",he had a cup of tea,pro,0.0,T,T,T,True
213,2772.0,7050017.0,LIST5,"[""Joseph"",""Nicolas""]",Contrast,varied,6.0,51.0,free,Joseph served Nicolas for three years. But,after that he wanted to do something else,pro,0.0,T,T,T,True
214,2773.0,7050017.0,LIST5,"[""David"",""the man who kept supplies""]",Result,varied,9.0,36.0,pronoun,David left the food with the man who kept supplies. So he,could help somebody else,pro,1.0,T,T,T,True
215,2784.0,7050017.0,LIST5,"[""Adam"",""Leo""]",Contrast,varied,11.0,159.0,free,Adam refused to stop chasing Leo. But,he regretted this when he fell over,pro,0.0,T,T,T,True
216,2803.0,4402535.0,LIST1,"[""Hailey"",""her daughter""]",Occasion,varied,19.0,176.0,pronoun,"Hailey told her daughter what to ask for. After that, she",left the room.,pro,0.0,T,T,T,True
217,2820.0,10711128.0,LIST3,"[""Peter"",""Charlie""]",Contrast,varied,25.0,39.0,free,"Peter continued talking with Charlie. However,",he was immediately interrupted.,pro,0.0,T,T,T,True
218,2831.0,10711128.0,LIST3,"[""Jose"",""Peter""]",Contrast,original,24.0,106.0,pronoun,Jose gave the silver and the gold to Peter. But he,kept the bronze for himself.,pro,0.0,T,T,T,True
219,2839.0,10711128.0,LIST3,"[""Charles"",""Thomas""]",Result,varied,7.0,60.0,pronoun,"Charles got up, left everything, and followed Thomas. So he",had gone against everything that he'd previously said.,pro,0.0,T,T,T,True
220,2860.0,3639975.0,LIST2,"[""David"",""the man who kept supplies""]",Contrast,varied,9.0,33.0,free,David left the food with the man who kept supplies. But,worried if he would keep it safe.,pro,0.0,T,T,T,True
221,2879.0,3639975.0,LIST2,"[""Mr. Pamplin"",""Mr. Hahn""]",Occasion,varied,20.0,74.0,pronoun,"In 1975, Mr. Pamplin enticed Mr. Hahn into joining the company as executive vice president in charge of chemicals; the move befuddled many in Georgia-Pacific who didn't believe a university administrator could make the transition to the corporate world. After that, he",proved them wrong by increasing profits by 10%.,pro,1.0,T,T,T,True
222,2885.0,2562134.0,LIST1,"[""Christian Hummer"",""Austrian David Kriner who placed second in the ski jump after about one kilometer""]",Result,varied,2.0,89.0,pronoun,"Christian Hummer overtook Austrian David Kriner who placed second in the ski jump after about one kilometer. Therefore, he",came first,pro,0.0,T,T,T,True
223,2897.0,2562134.0,LIST1,"[""President Hu Jintao"",""Canadian Prime Minister Stephen Harper""]",Result,varied,18.0,125.0,pronoun,"Fortunately President Hu Jintao was magnanimous enough not to take it to heart, and gave Canadian Prime Minister Stephen Harper the honor of a 15-minute meeting. So he",made the most of those precious minutes,pro,0.0,T,T,T,True
224,2921.0,13497176.0,LIST2,"[""Peter"",""Charlie""]",Occasion,original,25.0,38.0,pronoun,Peter continued talking with Charlie. Then he,said his farewells and went for lunch,pro,0.0,T,T,T,True
225,2923.0,13497176.0,LIST2,"[""United Nations Secretary General Kofi Annan"",""the host, Egyptian President Hosni Mubarak""]",Occasion,original,1.0,2.0,pronoun,"United Nations Secretary General Kofi Annan today discussed plans for the summit with the host, Egyptian President Hosni Mubarak. Afterwards, he",met with the Israeli prime minister,pro,0.0,T,T,T,True
226,2944.0,10798364.0,LIST2,"[""Hailey"",""her daughter""]",Contrast,varied,19.0,177.0,free,"Hailey told her daughter what to ask for. However,",she ordered something different.,pro,1.0,T,T,T,True
227,2955.0,10798364.0,LIST2,"[""Mr. Papandreou "",""Mr. Makris""]",Contrast,varied,17.0,136.0,pronoun,"For balance, and in hopes of gaining some disaffected centrist votes, Mr. Papandreou managed to attract Mr. Makris, a former New Democracy Party representative and known political enemy of Mr. Mitsotakis. However, he",offended him and was not sure how to resolve the situation.,pro,0.0,T,T,T,True
228,2956.0,10798364.0,LIST2,"[""John"",""the man""]",Result,original,22.0,167.0,free,John felt sorry for the man. So,he allowed him to sit in the cafe without buying anything.,pro,0.0,T,T,T,True
229,2983.0,11623492.0,LIST4,"[""President Clinton"",""the Crown Prince""]",Occasion,varied,27.0,122.0,pronoun,"President Clinton at that meeting did press the Crown Prince to cooperate with the FBI. Later, he",said that he wished he pushed harder,pro,0.0,T,T,T,True
230,3000.0,14665137.0,LIST2,"[""William"",""Saul""]",Occasion,varied,30.0,151.0,free,"William was afraid and refused to kill Saul. Shortly afterwards,",he killed Saul,pro,0.0,T,T,T,True
231,3015.0,14665137.0,LIST2,"[""Senate Majority Leader George Mitchell (D-Maine)"",""the president""]",Contrast,original,10.0,64.0,pronoun,"Senate Majority Leader George Mitchell (D-Maine), who has been the most prominent Democratic critic of Mr. Bush's handling of the Soviet relationship, praised the president for arranging the meeting. But he",warned against Soviet expansion,pro,0.0,T,T,T,True
232,3031.0,8096335.0,LIST2,"[""Adam"",""Leo""]",Result,original,11.0,162.0,pronoun,Adam refused to stop chasing Leo. So he,kept running.,pro,0.0,T,T,T,True
233,3038.0,8096335.0,LIST2,"[""Lehia"",""her mom""]",Contrast,varied,12.0,141.0,free,"And Lehia's been with her mom for two months. However,",she wants to return home again.,pro,0.0,T,T,T,True
