subject_id,condition,text,referents,prompt,relation,connective,itemID,stimulusID,annotated_nm,response,pronominalization
12027414,LIST6,Adam refused to stop chasing Leo. But he,"[""Adam"",""Leo""]",pronoun,Contrast,varied,11.0,165.0,0,kept going,pro
12027414,LIST6,William was afraid and refused to kill Saul. So,"[""William"",""Saul""]",bare,Result,original,30.0,78.0,0,he was killed instead,pro
12027414,LIST6,"At noon Friday, Patrick Buchanan advised Richard Rahn, the Chamber's chief economist, that the White House would not agree to a budget reconciliation bill unless it had firm assurances that a vote on substance would be permitted in the Senate. Two hours later, he","[""Patrick Buchanan"",""Richard Rahn, the Chamber's chief economist""]",pronoun,Narration,original,8.0,103.0,0,retracted his statement and agreed,pro
12027414,LIST6,David left the food with the man who kept supplies. Then,"[""David"",""the man who kept supplies""]",bare,Narration,original,9.0,26.0,0,he went on his way,pro
12027414,LIST6,Felix made a sign for Paul to speak. So he,"[""Felix"",""Paul""]",pronoun,Result,original,16.0,155.0,0,gave it to Paul,pro
12027414,LIST6,David was moving as quickly as possible to get away from Saul. But,"[""David"",""Saul""]",bare,Contrast,original,15.0,52.0,3,wasn't quick enough,zero
12027414,LIST6,Joseph served Nicolas for three years. But he,"[""Joseph"",""Nicolas""]",pronoun,Contrast,varied,6.0,124.0,0,didn't enjoy it,pro
12027414,LIST6,"Senior U.S official James O'Brien will hold talks, probably behind closed doors, with President Vojislav Kostunica. However,","[""Senoir U.S. official James O'Brien"",""President Vojislav Kostunica""]",bare,Contrast,varied,28.0,57.0,3,others have expressed disapproval ,non_pro
12027414,LIST6,"For balance, and in hopes of gaining some disaffected centrist votes, Mr. Papandreou managed to attract Mr. Makris, a former New Democracy Party representative and known political enemy of Mr. Mitsotakis. After that, he","[""Mr. Papandreou "",""Mr. Makris""]",pronoun,Narration,varied,17.0,170.0,0,went public with the news,pro
12027414,LIST6,"And Lehia's been with her mom for two months. After that,","[""Lehia"",""her mom""]",bare,Narration,varied,12.0,67.0,0,she went back home,pro
12027414,LIST6,"John had fought against Hector. After that, he","[""John"",""Hector""]",pronoun,Narration,varied,23.0,139.0,0,killed himself,pro
12027414,LIST6,"Charles got up, left everything, and followed Thomas. However,","[""Charles"",""Thomas""]",bare,Contrast,varied,7.0,21.0,3,it did not end well ,pro
12027414,LIST6,Peter continued talking with Charlie. So he,"[""Peter"",""Charlie""]",pronoun,Result,varied,25.0,114.0,0,sat back down,pro
12027414,LIST6,"Christian Hummer overtook Austrian David Kriner who placed second in the ski jump after about one kilometer. Therefore,","[""Christian Hummer"",""Austrian David Kriner who placed second in the ski jump after about one kilometer""]",bare,Result,varied,2.0,6.0,3,winning ,zero
12027414,LIST6,"In 1975, Mr. Pamplin enticed Mr. Hahn into joining the company as executive vice president in charge of chemicals; the move befuddled many in Georgia-Pacific who didn't believe a university administrator could make the transition to the corporate world. So he","[""Mr. Pamplin"",""Mr. Hahn""]",pronoun,Result,varied,20.0,119.0,1,was advised to leave the role,pro
12027414,LIST6,Philip went and told Andrew. So,"[""Philip"",""Andrew""]",bare,Result,varied,3.0,11.0,1,Andrew would know what was said,non_pro
12027414,LIST6,"Senate Majority Leader George Mitchell (D-Maine), who has been the most prominent Democratic critic of Mr. Bush's handling of the Soviet relationship, praised the president for arranging the meeting. After that, he","[""Senate Majority Leader George Mitchell (D-Maine)"",""the president""]",pronoun,Narration,varied,10.0,134.0,0,stepped down from his postition,pro
12027414,LIST6,"Hailey told her daughter what to ask for. After that,","[""Hailey"",""her daughter""]",bare,Narration,varied,19.0,98.0,0,she said nothing,pro
12027414,LIST6,"David had just let Leo leave in peace. Next, he","[""David"",""Leo""]",pronoun,Narration,varied,14.0,175.0,0,will seek revenge ,pro
12027414,LIST6,"Fortunately President Hu Jintao was magnanimous enough not to take it to heart, and gave Canadian Prime Minister Stephen Harper the honor of a 15-minute meeting. So","[""President Hu Jintao"",""Canadian Prime Minister Stephen Harper""]",bare,Result,varied,18.0,42.0,2,the two powers met,non_pro
12027414,LIST6,"United Nations Secretary General Kofi Annan today discussed plans for the summit with the host, Egyptian President Hosni Mubarak. So he","[""United Nations Secretary General Kofi Annan"",""the host, Egyptian President Hosni Mubarak""]",pronoun,Result,varied,1.0,83.0,0,could gain a wider view of opinion,pro
12027414,LIST6,"Benjamin Netanyahu has recently moved ahead of Ehud Barak in popularity polls. Afterwards,","[""Benjamin Netanyahu"",""Ehud Barak""]",bare,Narration,varied,13.0,31.0,3,another poll was taken,non_pro
12027414,LIST6,"Jack said to another man, ""Follow me!"" Therefore, he","[""Jack"",""another man""]",pronoun,Result,varied,21.0,150.0,1,followed,pro
12027414,LIST6,"Mr. Brady was quickly on the phone with Mr. Mullins, who in turn was talking with the chairmen of the New York and Chicago exchanges. However,","[""Mr. Brady"",""Mr. Mullins""]",bare,Contrast,varied,5.0,16.0,3,the talk was brief secretive,non_pro
12027414,LIST6,"The Iran-Contra judge Harold H. Greene agreed to allow Mr. Poindexter to subpoena the personal papers of ex-President Reagan, ruling that there was sufficient evidence that the data would be important to the defense. But he","[""The Iran - Contra judge Harold H. Greene"",""Mr. Poindexter""]",pronoun,Contrast,original,29.0,129.0,0,did so with strict conditions,pro
12027414,LIST6,Peter criticized Jeffery for saying these things. So,"[""Peter"",""Jeffery""]",bare,Result,varied,26.0,47.0,1,Jeffrey punched Peter,non_pro
12027414,LIST6,"President Clinton at that meeting did press the Crown Prince to cooperate with the FBI. However, he","[""President Clinton"",""the Crown Prince""]",pronoun,Contrast,varied,27.0,160.0,0,was not successful with his pleas,pro
12027414,LIST6,"Jose gave the silver and the gold to Peter. After that,","[""Jose"",""Peter""]",bare,Narration,varied,24.0,62.0,3,the bronze was given to someone else,non_pro
12027414,LIST6,"Mark Felt sends this memo to the acting FBI director Al Patrick Grey. However, he","[""Mark Felt"",""the acting FBI director Al Patrick Grey.""]",pronoun,Contrast,varied,4.0,93.0,0,is not contacted,pro
1504989,LIST1,David had just let Leo leave in peace. But,"[""David"",""Leo""]",bare,Contrast,varied,14.0,94.0,0,wondered what to do next,zero
1504989,LIST1,"Jose gave the silver and the gold to Peter. After that, he","[""Jose"",""Peter""]",pronoun,Narration,varied,24.0,140.0,0,returned to try again,pro
1504989,LIST1,"The Iran-Contra judge Harold H. Greene agreed to allow Mr. Poindexter to subpoena the personal papers of ex-President Reagan, ruling that there was sufficient evidence that the data would be important to the defense. So","[""The Iran - Contra judge Harold H. Greene"",""Mr. Poindexter""]",bare,Result,varied,29.0,48.0,2,the case could move along,non_pro
1504989,LIST1,"Benjamin Netanyahu has recently moved ahead of Ehud Barak in popularity polls. Afterwards, he","[""Benjamin Netanyahu"",""Ehud Barak""]",pronoun,Narration,varied,13.0,109.0,0,put himself forward ,pro
1504989,LIST1,"In 1975, Mr. Pamplin enticed Mr. Hahn into joining the company as executive vice president in charge of chemicals; the move befuddled many in Georgia-Pacific who didn't believe a university administrator could make the transition to the corporate world. After that,","[""Mr. Pamplin"",""Mr. Hahn""]",bare,Narration,varied,20.0,37.0,2,thoughts and opinions had to change,non_pro
1504989,LIST1,David left the food with the man who kept supplies. Then he,"[""David"",""the man who kept supplies""]",pronoun,Narration,original,9.0,104.0,0,went to find more,pro
1504989,LIST1,Peter continued talking with Charlie. Then,"[""Peter"",""Charlie""]",bare,Narration,original,25.0,32.0,3,others joined the concersation,non_pro
1504989,LIST1,William was afraid and refused to kill Saul. So he,"[""William"",""Saul""]",pronoun,Result,original,30.0,161.0,0,had to take the consequenses,pro
1504989,LIST1,"Felix made a sign for Paul to speak. After that,","[""Felix"",""Paul""]",bare,Narration,varied,16.0,73.0,1,paul stood up and spoke,non_pro
1504989,LIST1,David was moving as quickly as possible to get away from Saul. But he,"[""David"",""Saul""]",pronoun,Contrast,original,15.0,135.0,0,was so tired he could not go far,pro
1504989,LIST1,"Mark Felt sends this memo to the acting FBI director Al Patrick Grey. As a result,","[""Mark Felt"",""the acting FBI director Al Patrick Grey""]",bare,Result,varied,4.0,12.0,0,of the email he recieved,pro
1504989,LIST1,"Hailey told her daughter what to ask for. After that, she","[""Hailey"",""her daughter""]",pronoun,Narration,varied,19.0,176.0,0,left to see if she could ask with confidence,pro
1504989,LIST1,"For balance, and in hopes of gaining some disaffected centrist votes, Mr. Papandreou managed to attract Mr. Makris, a former New Democracy Party representative and known political enemy of Mr. Mitsotakis. However,","[""Mr. Papandreou "",""Mr. Makris""]",bare,Contrast,varied,17.0,63.0,0,he still didnt trust her ,pro
1504989,LIST1,"Fortunately President Hu Jintao was magnanimous enough not to take it to heart, and gave Canadian Prime Minister Stephen Harper the honor of a 15-minute meeting. So he","[""President Hu Jintao"",""Canadian Prime Minister Stephen Harper""]",pronoun,Result,varied,18.0,125.0,0,could get his point across,pro
1504989,LIST1,"At noon Friday, Patrick Buchanan advised Richard Rahn, the Chamber 's chief economist, that the White House would not agree to a budget reconciliation bill unless it had firm assurances that a vote on substance would be permitted in the Senate. However,","[""Patrick Buchanan"",""Richard Rahn, the Chamber's chief economist""]",bare,Contrast,varied,8.0,22.0,3,this would not make any differenses,pro
1504989,LIST1,Philip went and told Andrew. So he,"[""Philip"",""Andrew""]",pronoun,Result,varied,3.0,120.0,1,could prepare for the meeting,pro
1504989,LIST1,"Joseph served Nicolas for three years. Therefore,","[""Joseph"",""Nicolas""]",bare,Result,varied,6.0,17.0,0,they knew he was loyal,pro
1504989,LIST1,"Charles got up, left everything, and followed Thomas. However, he","[""Charles"",""Thomas""]",pronoun,Contrast,varied,7.0,130.0,1,was to fast he could not keep up,pro
1504989,LIST1,"United Nations Secretary General Kofi Annan today discussed plans for the summit with the host, Egyptian President Hosni Mubarak. Afterwards,","[""United Nations Secretary General Kofi Annan"",""the host, Egyptian President Hosni Mubarak""]",bare,Narration,original,1.0,1.0,0,prepared for the disscutions,zero
1504989,LIST1,"Mr. Brady was quickly on the phone with Mr. Mullins, who in turn was talking with the chairmen of the New York and Chicago exchanges. However, he","[""Mr. Brady"",""Mr. Mullins""]",pronoun,Contrast,varied,5.0,99.0,0,didnr get any  satisfactory answers,pro
1504989,LIST1,John had fought against Hector. But,"[""John"",""Hector""]",bare,Contrast,original,23.0,58.0,2,they have let there troubles go and are now friends,pro
1504989,LIST1,"Christian Hummer overtook Austrian David Kriner who placed second in the ski jump after about one kilometer. Therefore, he","[""Christian Hummer"",""Austrian David Kriner who placed second in the ski jump after about one kilometer""]",pronoun,Result,varied,2.0,89.0,0,has the new record,pro
1504989,LIST1,"Senate Majority Leader George Mitchell (D-Maine), who has been the most prominent Democratic critic of Mr. Bush 's handling of the Soviet relationship, praised the president for arranging the meeting. But","[""Senate Majority Leader George Mitchell (D-Maine)"",""the president""]",bare,Contrast,original,10.0,27.0,0,he was not sure of a positive result,pro
1504989,LIST1,"Senior U.S official James O'Brien will hold talks, probably behind closed doors, with President Vojislav Kostunica. However, he","[""Senoir U.S. official James O'Brien"",""President Vojislav Kostunica""]",pronoun,Contrast,varied,28.0,166.0,0,hopes other countries will respond,pro
1504989,LIST1,"Jack said to another man, ""Follow me!"" After that,","[""Jack"",""another man""]",bare,Narration,varied,21.0,68.0,1,the man followed,non_pro
1504989,LIST1,"And Lehia's been with her mom for two months. After that, she","[""Lehia"",""her mom""]",pronoun,Narration,varied,12.0,145.0,0,will got back to her own home ,pro
1504989,LIST1,Adam refused to stop chasing Leo. So,"[""Adam"",""Leo""]",bare,Result,original,11.0,84.0,1,Leo decided to hide,non_pro
1504989,LIST1,Peter criticized Jeffery for saying these things. So he,"[""Peter"",""Jeffery""]",pronoun,Result,varied,26.0,156.0,0,decided not to listen,pro
1504989,LIST1,President Clinton at that meeting did press the Crown Prince to cooperate with the FBI. So,"[""President Clinton"",""the Crown Prince""]",bare,Result,original,27.0,53.0,3,there would be a positive result,zero
1504989,LIST1,John felt sorry for the man. But he,"[""John"",""the man""]",pronoun,Contrast,varied,22.0,171.0,0,knew he could not help,pro
9532918,LIST5,"John had fought against Hector. After that,","[""John"",""Hector""]",bare,Narration,varied,23.0,97.0,0,he went home to rest.,pro
9532918,LIST5,"David was moving as quickly as possible to get away from Saul. Later, he","[""David"",""Saul""]",pronoun,Narration,varied,15.0,92.0,0,saw him at the supermarket.,pro
9532918,LIST5,"In 1975, Mr. Pamplin enticed Mr. Hahn into joining the company as executive vice president in charge of chemicals; the move befuddled many in Georgia-Pacific who didn't believe a university administrator could make the transition to the corporate world. So","[""Mr. Pamplin"",""Mr. Hahn""]",bare,Result,varied,20.0,77.0,3,he disagreed with his appointment,pro
9532918,LIST5,"Christian Hummer overtook Austrian David Kriner who placed second in the ski jump after about one kilometer. However, he","[""Christian Hummer"",""Austrian David Kriner who placed second in the ski jump after about one kilometer""]",pronoun,Contrast,varied,2.0,10.0,1,was close to being third.,pro
9532918,LIST5,"The Iran-Contra judge Harold H. Greene agreed to allow Mr. Poindexter to subpoena the personal papers of ex-President Reagan, ruling that there was sufficient evidence that the data would be important to the defense. But","[""The Iran - Contra judge Harold H. Greene"",""Mr. Poindexter""]",bare,Contrast,original,29.0,87.0,3,the data didnt contain much information.,non_pro
9532918,LIST5,"Charles got up, left everything, and followed Thomas. Then he","[""Charles"",""Thomas""]",pronoun,Narration,original,7.0,56.0,0,"attempted to talk to Thomas, who was upset.",pro
9532918,LIST5,"For balance, and in hopes of gaining some disaffected centrist votes, Mr. Papandreou managed to attract Mr. Makris, a former New Democracy Party representative and known political enemy of Mr. Mitsotakis. After that,","[""Mr. Papandreou "",""Mr. Makris""]",bare,Narration,varied,17.0,133.0,2,they discussed policies and laws.,pro
9532918,LIST5,"William was afraid and refused to kill Saul. However, he","[""William"",""Saul""]",pronoun,Contrast,varied,30.0,154.0,0,wounded saul enough to just let him run away.,pro
9532918,LIST5,Peter continued talking with Charlie. So,"[""Peter"",""Charlie""]",bare,Result,varied,25.0,41.0,1,Charlie finally responded reluctantly.,non_pro
9532918,LIST5,Jose gave the silver and the gold to Peter. So he,"[""Jose"",""Peter""]",pronoun,Result,varied,24.0,108.0,0,took the bronze.,pro
9532918,LIST5,Felix made a sign for Paul to speak. So,"[""Felix"",""Paul""]",bare,Result,original,16.0,149.0,1,Paul attempted to sign back.,non_pro
9532918,LIST5,"Mr. Brady was quickly on the phone with Mr. Mullins, who in turn was talking with the chairmen of the New York and Chicago exchanges. Later, he","[""Mr. Brady"",""Mr. Mullins""]",pronoun,Narration,original,5.0,20.0,0,discussed having a future meeting.,pro
9532918,LIST5,"United Nations Secretary General Kofi Annan today discussed plans for the summit with the host, Egyptian President Hosni Mubarak. So","[""United Nations Secretary General Kofi Annan"",""the host, Egyptian President Hosni Mubarak""]",bare,Result,varied,1.0,5.0,2,they arranged a meeting for a later date to progress things further.,pro
9532918,LIST5,Peter criticized Jeffery for saying these things. But he,"[""Peter"",""Jeffery""]",pronoun,Contrast,original,26.0,118.0,0,believed Jeffery had a point.,pro
9532918,LIST5,"President Clinton at that meeting did press the Crown Prince to cooperate with the FBI. However,","[""President Clinton"",""the Crown Prince""]",bare,Contrast,varied,27.0,123.0,2,it was unsuccessful.,pro
9532918,LIST5,"Fortunately President Hu Jintao was magnanimous enough not to take it to heart, and gave Canadian Prime Minister Stephen Harper the honor of a 15-minute meeting. However, he","[""President Hu Jintao"",""Canadian Prime Minister Stephen Harper""]",pronoun,Contrast,original,18.0,82.0,0,was not really looking forward to the meeting.,pro
9532918,LIST5,"Mark Felt sends this memo to the acting FBI director Al Patrick Grey. However,","[""Mark Felt"",""the acting FBI director Al Patrick Grey.""]",bare,Contrast,varied,4.0,15.0,0,the memo was accidentally sent blank.,non_pro
9532918,LIST5,Philip went and told Andrew. But he,"[""Philip"",""Andrew""]",pronoun,Contrast,varied,3.0,46.0,0,limited the details to Andrew.,pro
9532918,LIST5,"David had just let Leo leave in peace. Next,","[""David"",""Leo""]",bare,Narration,varied,14.0,169.0,0,he realised he lost contact with his friend.,pro
9532918,LIST5,"John felt sorry for the man. Later, he","[""John"",""the man""]",pronoun,Narration,varied,22.0,164.0,0,went to look for him.,pro
9532918,LIST5,Adam refused to stop chasing Leo. But,"[""Adam"",""Leo""]",bare,Contrast,varied,11.0,159.0,0,he realised it was almost fruitless.,pro
9532918,LIST5,And Lehia's been with her mom for two months. So she,"[""Lehia"",""her mom""]",pronoun,Result,original,12.0,144.0,0,decided to surprise her with a gift.,pro
9532918,LIST5,"Senate Majority Leader George Mitchell (D-Maine), who has been the most prominent Democratic critic of Mr. Bush's handling of the Soviet relationship, praised the president for arranging the meeting. After that,","[""Senate Majority Leader George Mitchell (D-Maine)"",""the president""]",bare,Narration,varied,10.0,61.0,2,they had a telephone call to discuss next steps.,pro
9532918,LIST5,David left the food with the man who kept supplies. So he,"[""David"",""the man who kept supplies""]",pronoun,Result,varied,9.0,36.0,0,went back to collect his lunch.,pro
9532918,LIST5,Joseph served Nicolas for three years. But,"[""Joseph"",""Nicolas""]",bare,Contrast,varied,6.0,51.0,2,this quickly changed after.,pro
9532918,LIST5,"Senior U.S official James O'Brien will hold talks, probably behind closed doors, with President Vojislav Kostunica. After that, he","[""Senoir U.S. official James O'Brien"",""President Vojislav Kostunica""]",pronoun,Narration,varied,28.0,128.0,0,will visit the country.,pro
9532918,LIST5,"Jack said to another man, ""Follow me!"" Therefore,","[""Jack"",""another man""]",bare,Result,varied,21.0,113.0,1,he started to be followed.,pro
9532918,LIST5,Hailey told her daughter what to ask for. So she,"[""Hailey"",""her daughter""]",pronoun,Result,original,19.0,180.0,0,wrote her a list by hand.,pro
9532918,LIST5,"At noon Friday, Patrick Buchanan advised Richard Rahn, the Chamber's chief economist, that the White House would not agree to a budget reconciliation bill unless it had firm assurances that a vote on substance would be permitted in the Senate. Two hours later,","[""Patrick Buchanan"",""Richard Rahn, the Chamber's chief economist""]",bare,Narration,original,8.0,25.0,3,this was overturned quickly.,pro
9532918,LIST5,"Benjamin Netanyahu has recently moved ahead of Ehud Barak in popularity polls. As a result, he","[""Benjamin Netanyahu"",""Ehud Barak""]",pronoun,Result,varied,13.0,72.0,0,grew popular with his radical views.,pro
9767700,LIST5,Adam refused to stop chasing Leo. But,"[""Adam"",""Leo""]",bare,Contrast,varied,11.0,159.0,0,eventually he did.,pro
9767700,LIST5,"William was afraid and refused to kill Saul. However, he","[""William"",""Saul""]",pronoun,Contrast,varied,30.0,154.0,0,had not other choice.,pro
9767700,LIST5,"Senate Majority Leader George Mitchell (D-Maine), who has been the most prominent Democratic critic of Mr. Bush's handling of the Soviet relationship, praised the president for arranging the meeting. After that,","[""Senate Majority Leader George Mitchell (D-Maine)"",""the president""]",bare,Narration,varied,10.0,61.0,2,they shook hands.,pro
9767700,LIST5,Philip went and told Andrew. But he,"[""Philip"",""Andrew""]",pronoun,Contrast,varied,3.0,46.0,0,didn't tell him the whole truth.,pro
9767700,LIST5,"In 1975, Mr. Pamplin enticed Mr. Hahn into joining the company as executive vice president in charge of chemicals; the move befuddled many in Georgia-Pacific who didn't believe a university administrator could make the transition to the corporate world. So","[""Mr. Pamplin"",""Mr. Hahn""]",bare,Result,varied,20.0,77.0,1,he proved them all wrong.,pro
9767700,LIST5,And Lehia's been with her mom for two months. So she,"[""Lehia"",""her mom""]",pronoun,Result,original,12.0,144.0,0,got her a thank you gift.,pro
9767700,LIST5,"David had just let Leo leave in peace. Next,","[""David"",""Leo""]",bare,Narration,varied,14.0,169.0,0,he thought about what he could do to make it up to Leo.,pro
9767700,LIST5,"Benjamin Netanyahu has recently moved ahead of Ehud Barak in popularity polls. As a result, he","[""Benjamin Netanyahu"",""Ehud Barak""]",pronoun,Result,varied,13.0,72.0,0,is the favourite to win the overall election.,pro
9767700,LIST5,Felix made a sign for Paul to speak. So,"[""Felix"",""Paul""]",bare,Result,original,16.0,149.0,1,Paul went ahead and started talking.,non_pro
9767700,LIST5,"Christian Hummer overtook Austrian David Kriner who placed second in the ski jump after about one kilometer. However, he","[""Christian Hummer"",""Austrian David Kriner who placed second in the ski jump after about one kilometer""]",pronoun,Contrast,varied,2.0,10.0,1,"bounced back, and won the title at the last second.",pro
9767700,LIST5,Joseph served Nicolas for three years. But,"[""Joseph"",""Nicolas""]",bare,Contrast,varied,6.0,51.0,0,he couldn't stay there knowing what Nicolas planned to do.,pro
9767700,LIST5,"Senior U.S official James O'Brien will hold talks, probably behind closed doors, with President Vojislav Kostunica. After that, he","[""Senoir U.S. official James O'Brien"",""President Vojislav Kostunica""]",pronoun,Narration,varied,28.0,128.0,0,must make a public appearance to inform the people.,pro
9767700,LIST5,"For balance, and in hopes of gaining some disaffected centrist votes, Mr. Papandreou managed to attract Mr. Makris, a former New Democracy Party representative and known political enemy of Mr. Mitsotakis. After that,","[""Mr. Papandreou "",""Mr. Makris""]",bare,Narration,varied,17.0,133.0,2,they devised a plan together.,pro
9767700,LIST5,"Mr. Brady was quickly on the phone with Mr. Mullins, who in turn was talking with the chairmen of the New York and Chicago exchanges. Later, he","[""Mr. Brady"",""Mr. Mullins""]",pronoun,Narration,original,5.0,20.0,0,decided he had to call a board meeting.,pro
9767700,LIST5,"United Nations Secretary General Kofi Annan today discussed plans for the summit with the host, Egyptian President Hosni Mubarak. So","[""United Nations Secretary General Kofi Annan"",""the host, Egyptian President Hosni Mubarak""]",bare,Result,varied,1.0,5.0,2,finally peace talks have begun.,non_pro
9767700,LIST5,"David was moving as quickly as possible to get away from Saul. Later, he","[""David"",""Saul""]",pronoun,Narration,varied,15.0,92.0,0,found out that Saul had disappeared.,pro
9767700,LIST5,"John had fought against Hector. After that,","[""John"",""Hector""]",bare,Narration,varied,23.0,97.0,1,he knew that he had to get revenge.,pro
9767700,LIST5,"John felt sorry for the man. Later, he","[""John"",""the man""]",pronoun,Narration,varied,22.0,164.0,0,called him up to ask how he was doing.,pro
9767700,LIST5,"At noon Friday, Patrick Buchanan advised Richard Rahn, the Chamber's chief economist, that the White House would not agree to a budget reconciliation bill unless it had firm assurances that a vote on substance would be permitted in the Senate. Two hours later,","[""Patrick Buchanan"",""Richard Rahn, the Chamber's chief economist""]",bare,Narration,original,8.0,25.0,3,the information had been leaked by the press.,non_pro
9767700,LIST5,David left the food with the man who kept supplies. So he,"[""David"",""the man who kept supplies""]",pronoun,Result,varied,9.0,36.0,0,"had to find him again, but he was gone.",pro
9767700,LIST5,"Mark Felt sends this memo to the acting FBI director Al Patrick Grey. However,","[""Mark Felt"",""the acting FBI director Al Patrick Grey.""]",bare,Contrast,varied,4.0,15.0,1,the memo never makes it to the director.,non_pro
9767700,LIST5,Hailey told her daughter what to ask for. So she,"[""Hailey"",""her daughter""]",pronoun,Result,original,19.0,180.0,1,went to the counter and asked for it.,pro
9767700,LIST5,"President Clinton at that meeting did press the Crown Prince to cooperate with the FBI. However,","[""President Clinton"",""the Crown Prince""]",bare,Contrast,varied,27.0,123.0,2,they refused to cooperate.,pro
9767700,LIST5,"Fortunately President Hu Jintao was magnanimous enough not to take it to heart, and gave Canadian Prime Minister Stephen Harper the honor of a 15-minute meeting. However, he","[""President Hu Jintao"",""Canadian Prime Minister Stephen Harper""]",pronoun,Contrast,original,18.0,82.0,0,"still wasn't satisfied with this, and wanted more.",pro
9767700,LIST5,"Jack said to another man, ""Follow me!"" Therefore,","[""Jack"",""another man""]",bare,Result,varied,21.0,113.0,3,the group followed Jack through the woods.,non_pro
9767700,LIST5,"Charles got up, left everything, and followed Thomas. Then he","[""Charles"",""Thomas""]",pronoun,Narration,original,7.0,56.0,1,asked where they were going.,pro
9767700,LIST5,Peter continued talking with Charlie. So,"[""Peter"",""Charlie""]",bare,Result,varied,25.0,41.0,2,they decided to continue walking.,pro
9767700,LIST5,Peter criticized Jeffery for saying these things. But he,"[""Peter"",""Jeffery""]",pronoun,Contrast,original,26.0,118.0,0,forgave him anyway.,pro
9767700,LIST5,"The Iran-Contra judge Harold H. Greene agreed to allow Mr. Poindexter to subpoena the personal papers of ex-President Reagan, ruling that there was sufficient evidence that the data would be important to the defense. But","[""The Iran - Contra judge Harold H. Greene"",""Mr. Poindexter""]",bare,Contrast,original,29.0,87.0,3,the tabloids still weren't happy with this information.,non_pro
9767700,LIST5,Jose gave the silver and the gold to Peter. So he,"[""Jose"",""Pater""]",pronoun,Result,varied,24.0,108.0,1,"thanked him for the kind gift, and allowed him into his home.",pro
1921090,LIST6,"Christian Hummer overtook Austrian David Kriner who placed second in the ski jump after about one kilometer. Therefore,","[""Christian Hummer"",""Austrian David Kriner who placed second in the ski jump after about one kilometer""]",bare,Result,varied,2.0,6.0,0,he was the winner.,pro
1921090,LIST6,"Mark Felt sends this memo to the acting FBI director Al Patrick Grey. However, he","[""Mark Felt"",""the acting FBI director Al Patrick Grey.""]",pronoun,Contrast,varied,4.0,93.0,0,didn’t receive a response.,pro
1921090,LIST6,"Mr. Brady was quickly on the phone with Mr. Mullins, who in turn was talking with the chairmen of the New York and Chicago exchanges. However,","[""Mr. Brady"",""Mr. Mullins""]",bare,Contrast,varied,5.0,16.0,2,they still needed to speak to Mr Smith.,pro
1921090,LIST6,"David had just let Leo leave in peace. Next, he","[""David"",""Leo""]",pronoun,Narration,varied,14.0,175.0,0,sank into his chair.,pro
1921090,LIST6,David left the food with the man who kept supplies. Then,"[""David"",""the man who kept supplies""]",bare,Narration,original,9.0,26.0,0,he went to get his car.,pro
1921090,LIST6,"For balance, and in hopes of gaining some disaffected centrist votes, Mr. Papandreou managed to attract Mr. Makris, a former New Democracy Party representative and known political enemy of Mr. Mitsotakis. After that, he","[""Mr. Papandreou "",""Mr. Makris""]",pronoun,Narration,varied,17.0,170.0,0,turned his attention to other potential voters.,pro
1921090,LIST6,"And Lehia's been with her mom for two months. After that,","[""Lehia"",""her mom""]",bare,Narration,varied,12.0,67.0,0,a decision will be made on her custody arrangements.,non_pro
1921090,LIST6,"President Clinton at that meeting did press the Crown Prince to cooperate with the FBI. However, he","[""President Clinton"",""the Crown Prince""]",pronoun,Contrast,varied,27.0,160.0,0,can’t be sure this was successful.,pro
1921090,LIST6,Philip went and told Andrew. So,"[""Philip"",""Andrew""]",bare,Result,varied,3.0,11.0,3,Sarah also told Jane.,non_pro
1921090,LIST6,Joseph served Nicolas for three years. But he,"[""Joseph"",""Nicolas""]",pronoun,Contrast,varied,6.0,124.0,0,would not consider him a friend.,pro
1921090,LIST6,"Jose gave the silver and the gold to Peter. After that,","[""Jose"",""Peter""]",bare,Narration,varied,24.0,62.0,0,the bronze was handed to Jose.,non_pro
1921090,LIST6,"At noon Friday, Patrick Buchanan advised Richard Rahn, the Chamber's chief economist, that the White House would not agree to a budget reconciliation bill unless it had firm assurances that a vote on substance would be permitted in the Senate. Two hours later, he","[""Patrick Buchanan"",""Richard Rahn, the Chamber's chief economist""]",pronoun,Narration,original,8.0,103.0,0,conceded and agreed the budget.,pro
1921090,LIST6,"Fortunately President Hu Jintao was magnanimous enough not to take it to heart, and gave Canadian Prime Minister Stephen Harper the honor of a 15-minute meeting. So","[""President Hu Jintao"",""Canadian Prime Minister Stephen Harper""]",bare,Result,varied,18.0,42.0,3,the agreement was able to be made.,non_pro
1921090,LIST6,"In 1975, Mr. Pamplin enticed Mr. Hahn into joining the company as executive vice president in charge of chemicals; the move befuddled many in Georgia-Pacific who didn't believe a university administrator could make the transition to the corporate world. So he","[""Mr. Pamplin"",""Mr. Hahn""]",pronoun,Result,varied,20.0,119.0,0,made a public statement.,pro
1921090,LIST6,"Charles got up, left everything, and followed Thomas. However,","[""Charles"",""Thomas""]",bare,Contrast,varied,7.0,21.0,1,Thomas told him to go away.,non_pro
1921090,LIST6,"Senate Majority Leader George Mitchell (D-Maine), who has been the most prominent Democratic critic of Mr. Bush's handling of the Soviet relationship, praised the president for arranging the meeting. After that, he","[""Senate Majority Leader George Mitchell (D-Maine)"",""the president""]",pronoun,Narration,varied,10.0,134.0,0,wrote a report on the meeting.,pro
